,index,author,viaf_author_uri,title,downloads,date,gutenberg_id,genre,source
2354,1474,"Kendall, Ralph S. (Ralph Selwood)",,The Luck of the Mounted: A Tale of the Royal Northwest Mounted Police,4,date?,15940,fic,gutenberg
2355,1829,"Kennedy, Sidney R. (Sidney Robinson)",,White Ashes,8,date?,20308,fic,gutenberg
2356,4209,"Kent, Elizabeth",,The House Opposite: A Mystery,13,date?,41525,fic,gutenberg
2357,3668,"Kent, Elizabeth",,Who?,14,date?,35205,fic,gutenberg
2358,1351,"Kester, Vaughan",,The Just and the Unjust,12,date?,14581,fic,gutenberg
2359,545,"Kester, Vaughan",,The Prodigal Judge,6,date?,5129,fic,gutenberg
2360,954,"Keyes, Frances Parkinson",,The Old Gray Homestead,18,date?,9748,fic,gutenberg
2361,1646,"Kilpatrick, Florence A. (Florence Antoinette)",,Our Elizabeth: A Humour Novel,7,date?,18430,fic,gutenberg
2362,3657,"King-Hall, Stephen, Sir",,Diary of a U-Boat Commander,4,date?,35101,fic,gutenberg
2363,839,"King-Hall, Stephen, Sir",,The Diary of a U-boat Commander: With an Introduction and Explanatory Notes by Etienne,104,date?,7947,fic,gutenberg
2364,289,"Kipling, Rudyard",,"""Captains Courageous"": A Story of the Grand Banks",106,date?,2186,fic,gutenberg
2365,292,"Kipling, Rudyard",,"""Captains Courageous"": A Story of the Grand Banks",221,date?,2225,fic,gutenberg
2366,876,"Kipling, Rudyard",,Indian Tales,289,date?,8649,fic,gutenberg
2367,356,"Kipling, Rudyard",,Just So Stories,1909,date?,2781,fic,gutenberg
2368,2438,"Kipling, Rudyard",,Just So Stories,19,date?,26223,fic,gutenberg
2369,3296,"Kipling, Rudyard",,Just So Stories,273,date?,32488,fic,gutenberg
2370,293,"Kipling, Rudyard",,Kim,1075,date?,2226,fic,gutenberg
2371,3700,"Kipling, Rudyard",,Kim,79,date?,35555,fic,gutenberg
2372,648,"Kipling, Rudyard",,Life's Handicap: Being Stories of Mine Own People,147,date?,5777,fic,gutenberg
2373,243,"Kipling, Rudyard",,Plain Tales from the Hills,208,date?,1858,fic,gutenberg
2374,98,"Kipling, Rudyard",,Puck of Pook's Hill,88,date?,557,fic,gutenberg
2375,1478,"Kipling, Rudyard",,Puck of Pook's Hill,86,date?,15976,fic,gutenberg
2376,2421,"Kipling, Rudyard",,Puck of Pook's Hill,71,date?,26027,fic,gutenberg
2377,97,"Kipling, Rudyard",,Rewards and Fairies,95,date?,556,fic,gutenberg
2378,3374,"Kipling, Rudyard",,Rewards and Fairies,44,date?,32772,fic,gutenberg
2379,2658,"Kipling, Rudyard",,Soldier Stories,59,date?,28537,fic,gutenberg
2380,707,"Kipling, Rudyard",,Soldiers Three,78,date?,6120,fic,gutenberg
2381,294,"Kipling, Rudyard",,Soldiers Three - Part 2,18,date?,2227,fic,gutenberg
2382,374,"Kipling, Rudyard",,Stalky & Co.,130,date?,3006,fic,gutenberg
2383,2711,"Kipling, Rudyard",,Stalky & Co.,5,date?,28940,fic,gutenberg
2384,288,"Kipling, Rudyard",,The Bridge-Builders,55,date?,2163,fic,gutenberg
2385,286,"Kipling, Rudyard",,The Day's Work - Part 01,24,date?,2138,fic,gutenberg
2386,335,"Kipling, Rudyard",,The Day's Work - Volume 1,68,date?,2569,fic,gutenberg
2387,38,"Kipling, Rudyard",,The Jungle Book,4013,date?,236,fic,gutenberg
2388,3735,"Kipling, Rudyard",,The Jungle Book,804,date?,35997,fic,gutenberg
2389,1508,"Kipling, Rudyard",,The Kipling Reader: Selections from the Books of Rudyard Kipling,92,date?,16578,fic,gutenberg
2390,366,"Kipling, Rudyard",,The Light That Failed,85,date?,2876,fic,gutenberg
2391,852,"Kipling, Rudyard",,The Man Who Would Be King,694,date?,8147,fic,gutenberg
2392,257,"Kipling, Rudyard",,The Second Jungle Book,338,date?,1937,fic,gutenberg
2393,3861,"Kipling, Rudyard",,The Second Jungle Book,164,date?,37364,fic,gutenberg
2394,363,"Kipling, Rudyard",,The Story of the Gadsbys,30,date?,2821,fic,gutenberg
2395,303,"Kipling, Rudyard",,The Works of Rudyard Kipling: One Volume Edition,198,date?,2334,fic,gutenberg
2396,959,"Kipling, Rudyard",,Traffics and Discoveries,45,date?,9790,fic,gutenberg
2397,364,"Kipling, Rudyard",,Under the Deodars,45,date?,2828,fic,gutenberg
2398,2741,"Kipling, Rudyard",,With the Night Mail: A Story of 2000 A.D.: (Together with extracts from the comtemporary magazine in which it appeared),147,date?,29135,fic,gutenberg
2399,4228,"Kjelgaard, Jim",,Double Challenge,23,date?,41671,fic,gutenberg
2400,4231,"Kjelgaard, Jim",,Hi Jolly!,15,date?,41700,fic,gutenberg
2401,3591,"Kjelgaard, Jim",,Rescue Dog of the High Pass,26,date?,34466,fic,gutenberg
2402,3690,"Kjelgaard, Jim",,Swamp Cat,20,date?,35487,fic,gutenberg
2403,3692,"Kjelgaard, Jim",,The Black Fawn,28,date?,35493,fic,gutenberg
2404,4238,"Kjelgaard, Jim",,The Duck-footed Hound,16,date?,41723,fic,gutenberg
2405,3613,"Kjelgaard, Jim",,The Lost Wagon,30,date?,34697,fic,gutenberg
2406,4227,"Kjelgaard, Jim",,The Spell of the White Sturgeon,12,date?,41662,fic,gutenberg
2407,4230,"Kjelgaard, Jim",,Trading Jeff and His Dog,16,date?,41690,fic,gutenberg
2408,3616,"Kjelgaard, Jim",,We Were There at the Oklahoma Land Run,30,date?,34720,fic,gutenberg
2409,543,"Klein, Charles",,The Lion and the Mouse; a Story of an American Life,5,date?,5119,fic,gutenberg
2410,2155,"Klein, Charles",,The Music Master; Novelized from the Play,7,date?,23603,fic,gutenberg
2411,2652,"Klein, Charles",,The Third Degree: A Narrative of Metropolitan Life,4,date?,28505,fic,gutenberg
2412,4094,"Knerr, M. E. (Michael E.)",,The Sex Life of the Gods,512,date?,40284,fic,gutenberg
2413,1079,"Knevels, Gertrude",,The Wonderful Bed,5,date?,11116,fic,gutenberg
2414,3646,"Knibbs, Henry Herbert",,Lost Farm Camp,6,date?,35034,fic,gutenberg
2415,3183,"Knight, Damon",,Special Delivery,27,date?,32011,fic,gutenberg
2416,2051,"Knight, Damon",,The Worshippers,47,date?,22560,fic,gutenberg
2417,3121,"Knight, David C.",,The Amazing Mrs. Mimms,19,date?,31585,fic,gutenberg
2418,2593,"Knight, David C.",,The Love of Frank Nineteen,31,date?,27921,fic,gutenberg
2419,3560,"Knowles, Mabel Winifred",,A Blot on the Scutcheon,7,date?,34164,fic,gutenberg
2420,1973,"Knowles, Robert Edward",,St. Cuthbert's,15,date?,22008,fic,gutenberg
2421,2887,"Kornbluth, C. M. (Cyril M.)",,The Adventurer,51,date?,29908,fic,gutenberg
2422,2834,"Kornbluth, C. M. (Cyril M.)",,The Altar at Midnight,37,date?,29619,fic,gutenberg
2423,4233,"Kornbluth, C. M. (Cyril M.)",,The Syndic,73,date?,41714,fic,gutenberg
2424,3293,"Krepps, Robert W.",,The Buttoned Sky,16,date?,32473,fic,gutenberg
2425,3294,"Krepps, Robert W.",,The Giants From Outer Space,8,date?,32485,fic,gutenberg
2426,3949,"Kummer, Frederic Arnold",,The Blue Lights: A Detective Story,22,date?,38577,fic,gutenberg
2427,3796,"Kummer, Frederic Arnold",,The Brute,9,date?,36551,fic,gutenberg
2428,3423,"Kummer, Frederic Arnold",,The Green God,15,date?,33019,fic,gutenberg
2429,3472,"Kuprin, A. I. (Aleksandr Ivanovich)",,Sulamith: A Romance of Antiquity,20,date?,33444,fic,gutenberg
2430,4430,"Kuprin, A. I. (Aleksandr Ivanovich)",,The Duel,22,date?,44117,fic,gutenberg
2431,495,"Kuprin, A. I. (Aleksandr Ivanovich)",,"Yama = The Pit, a Novel in Three Parts",26,date?,4706,fic,gutenberg
2432,3212,"Kuttner, Henry",,The Ego Machine,64,date?,32108,fic,gutenberg
2433,3317,"Kuttner, Henry",,The Secret of Kralitz,58,date?,32584,fic,gutenberg
2434,3073,"Kuttner, Henry",,Where the World is Quiet,52,date?,31207,fic,gutenberg
2435,4151,"Kyle, George A. (George Alexander)",,The Morning Glory Club,7,date?,40899,fic,gutenberg
2436,690,"Kyne, Peter B. (Peter Bernard)",,Cappy Ricks Retires: But That Doesn't Keep Him from Coming Back Stronger Than Ever,14,date?,6020,fic,gutenberg
2437,642,"Kyne, Peter B. (Peter Bernard)",,"Cappy Ricks; Or, the Subjugation of Matt Peasley",11,date?,5738,fic,gutenberg
2438,1651,"Kyne, Peter B. (Peter Bernard)",,"Captain Scraggs; Or, The Green-Pea Pirates",12,date?,18469,fic,gutenberg
2439,1268,"Kyne, Peter B. (Peter Bernard)",,Kindred of the Dust,15,date?,13532,fic,gutenberg
2440,1156,"Kyne, Peter B. (Peter Bernard)",,The Go-Getter: A Story That Tells You How to be One,197,date?,12257,fic,gutenberg
2441,1519,"Kyne, Peter B. (Peter Bernard)",,The Pride of Palomar,20,date?,16674,fic,gutenberg
2442,640,"Kyne, Peter B. (Peter Bernard)",,The Valley of the Giants,11,date?,5735,fic,gutenberg
2443,1797,"La Motte, Ellen N. (Ellen Newbold)",,Civilization: Tales of the Orient,14,date?,19916,fic,gutenberg
2444,2117,"Lafferty, R. A.",,"Sodom and Gomorrah, Texas",45,date?,23161,fic,gutenberg
2445,3140,"Lafferty, R. A.",,The Six Fingers of Time,53,date?,31663,fic,gutenberg
2446,3818,"Lamprey, Louise",,In the Days of the Guild,12,date?,36934,fic,gutenberg
2447,636,"Lamprey, Louise",,Masters of the Guild,4,date?,5702,fic,gutenberg
2448,936,"Landis, Frederick",,The Angel of Lonesome Hill; A Story of a President,4,date?,9193,fic,gutenberg
2449,3899,"Landon, Herman",,The Gray Phantom,15,date?,37913,fic,gutenberg
2450,3876,"Landon, Herman",,The Gray Phantom's Return,12,date?,37490,fic,gutenberg
2451,2281,"Lang, Allen Kim",,Blind Man's Lantern,37,date?,24567,fic,gutenberg
2452,2310,"Lang, Allen Kim",,The Great Potlatch Riots,25,date?,24864,fic,gutenberg
2453,4194,"Lang, Jean",,"Stories from the Faerie Queen, Told to the Children",40,date?,41350,fic,gutenberg
2454,2901,"Lanier, Sterling E.",,Join Our Gang?,28,date?,29987,fic,gutenberg
2455,3664,"Lardner, Ring",,"Gullible's Travels, Etc.",48,date?,35162,fic,gutenberg
2456,868,"Latzko, Andreas",,Men in War,15,date?,8440,fic,gutenberg
2457,1589,"Laughlin, Clara E. (Clara Elizabeth)",,Everybody's Lonesome: A True Fairy Story,6,date?,17507,fic,gutenberg
2458,1935,"Laumer, Keith",,Gambler's World,76,date?,21627,fic,gutenberg
2459,2102,"Laumer, Keith",,Greylorn,64,date?,23028,fic,gutenberg
2460,2501,"Laumer, Keith",,It Could Be Anything,66,date?,26782,fic,gutenberg
2461,1948,"Laumer, Keith",,The Yillian Way,50,date?,21782,fic,gutenberg
2462,1629,"Laut, Agnes C.",,"Heralds of Empire: Being the Story of One Ramsay Stanhope, Lieutenant to Pierre Radisson in the Northern Fur Trade",6,date?,18182,fic,gutenberg
2463,1838,"Laut, Agnes C.",,Lords of the North,24,date?,20418,fic,gutenberg
2464,1618,"Laut, Agnes C.",,The Freebooters of the Wilderness,6,date?,18116,fic,gutenberg
2465,481,"Lawrence, D. H. (David Herbert)",,Aaron's Rod,79,date?,4520,fic,gutenberg
2466,733,"Lawrence, D. H. (David Herbert)",,Aaron's Rod,5,date?,6544,fic,gutenberg
2467,910,"Lawrence, D. H. (David Herbert)",,"England, My England",125,date?,8914,fic,gutenberg
2468,34,"Lawrence, D. H. (David Herbert)",,Sons and Lovers,584,date?,217,fic,gutenberg
2469,4647,"Lawrence, D. H. (David Herbert)",,Sons and Lovers,66,date?,47634,fic,gutenberg
2470,2174,"Lawrence, D. H. (David Herbert)",,The Lost Girl,246,date?,23727,fic,gutenberg
2471,2035,"Lawrence, D. H. (David Herbert)",,The Prussian Officer,111,date?,22480,fic,gutenberg
2472,2714,"Lawrence, D. H. (David Herbert)",,The Rainbow,275,date?,28948,fic,gutenberg
2473,947,"Lawrence, D. H. (David Herbert)",,The Trespasser,37,date?,9498,fic,gutenberg
2474,3947,"Lawrence, D. H. (David Herbert)",,The White Peacock,66,date?,38561,fic,gutenberg
2475,2032,"Lawrence, D. H. (David Herbert)",,"Wintry Peacock: From ""The New Decameron"", Volume III.",27,date?,22477,fic,gutenberg
2476,461,"Lawrence, D. H. (David Herbert)",,Women in Love,976,date?,4240,fic,gutenberg
2477,1759,"Lawson, Alfred W. (Alfred William)",,Born Again,10,date?,19459,fic,gutenberg
2478,793,"Lawson, Henry",,Children of the Bush,41,date?,7065,fic,gutenberg
2479,143,"Lawson, Henry",,Joe Wilson and His Mates,31,date?,1036,fic,gutenberg
2480,175,"Lawson, Henry",,On the Track,18,date?,1231,fic,gutenberg
2481,190,"Lawson, Henry",,Over the Sliprails,25,date?,1313,fic,gutenberg
2482,810,"Lawson, Henry",,The Rising of the Court,15,date?,7447,fic,gutenberg
2483,795,"Lawson, Henry",,While the Billy Boils,61,date?,7144,fic,gutenberg
2484,1595,"Le Gallienne, Richard",,Pieces of Eight: Being the Authentic Narrative of a Treasure Discovered in the Bahama Islands in the Year 1903,27,date?,17741,fic,gutenberg
2485,1052,"Le Gallienne, Richard",,The Book-Bills of Narcissus: An Account Rendered by Richard Le Gallienne,8,date?,10826,fic,gutenberg
2486,77,"Le Gallienne, Richard",,The Quest of the Golden Girl: A Romance,35,date?,461,fic,gutenberg
2487,1067,"Le Gallienne, Richard",,The Romance of Zion Chapel [3d ed.],9,date?,10949,fic,gutenberg
2488,1051,"Le Gallienne, Richard",,The Worshipper of the Image,13,date?,10812,fic,gutenberg
2489,1061,"Le Gallienne, Richard",,Young Lives,9,date?,10922,fic,gutenberg
2490,4384,"Le Rossignol, James Edward",,Jean Baptiste: A Story of French Canada,3,date?,43280,fic,gutenberg
2491,451,"Leacock, Stephen",,Arcadian Adventures with the Idle Rich,55,date?,4020,fic,gutenberg
2492,407,"Leacock, Stephen",,Sunshine Sketches of a Little Town,168,date?,3533,fic,gutenberg
2493,4024,"Leahy, William Augustine",,The Incendiary: A Story of Mystery,18,date?,39544,fic,gutenberg
2494,2020,"Leblanc, Georgette",,The Choice of Life,15,date?,22411,fic,gutenberg
2495,3455,"Lefevre, Edwin",,H. R.,15,date?,33314,fic,gutenberg
2496,2120,"Lefevre, Edwin",,"The Tipster: 1901, From ""Wall Street Stories""",8,date?,23171,fic,gutenberg
2497,2900,"Lef?vre, F?licit?",,"The Cock, The Mouse and the Little Red Hen: an old tale retold",30,date?,29980,fic,gutenberg
2498,2054,"Leiber, Fritz",,Bread Overhead,59,date?,22579,fic,gutenberg
2499,2118,"Leiber, Fritz",,No Great Magic,66,date?,23162,fic,gutenberg
2500,3242,"Leiber, Fritz",,The Big Time,129,date?,32256,fic,gutenberg
2501,2119,"Leiber, Fritz",,The Creature from Cleveland Depths,71,date?,23164,fic,gutenberg
2502,2846,"Leiber, Fritz",,The Moon is Green,117,date?,29662,fic,gutenberg
2503,2326,"Leiber, Fritz",,The Night of the Long Knives,123,date?,25024,fic,gutenberg
2504,2817,"Leiber, Fritz",,What's He Doing in There?,48,date?,29504,fic,gutenberg
2505,2160,"Leinster, Murray",,A Matter of Importance,35,date?,23636,fic,gutenberg
2506,4694,"Leinster, Murray",,A Thousand Degrees Below Zero,60,date?,50585,fic,gutenberg
2507,2141,"Leinster, Murray",,Attention Saint Patrick,42,date?,23439,fic,gutenberg
2508,4356,"Leinster, Murray",,Creatures of the Abyss,75,date?,42901,fic,gutenberg
2509,2804,"Leinster, Murray",,Invasion,72,date?,29455,fic,gutenberg
2510,4698,"Leinster, Murray",,Juju,42,date?,50719,fic,gutenberg
2511,4703,"Leinster, Murray",,Med Ship Man,66,date?,50999,fic,gutenberg
2512,1894,"Leinster, Murray",,Morale: A Story of the War of 1941-43,39,date?,20920,fic,gutenberg
2513,4362,"Leinster, Murray",,Nightmare Planet,60,date?,42987,fic,gutenberg
2514,1603,"Leinster, Murray",,Operation Terror,37,date?,17870,fic,gutenberg
2515,1641,"Leinster, Murray",,Operation: Outer Space,59,date?,18361,fic,gutenberg
2516,2802,"Leinster, Murray",,Pariah Planet,74,date?,29448,fic,gutenberg
2517,4367,"Leinster, Murray",,Planet of Dread,44,date?,43046,fic,gutenberg
2518,3254,"Leinster, Murray",,"Sam, This is You",16,date?,32324,fic,gutenberg
2519,2030,"Leinster, Murray",,Sand Doom,50,date?,22467,fic,gutenberg
2520,2189,"Leinster, Murray",,Scrimshaw,31,date?,23791,fic,gutenberg
2521,2331,"Leinster, Murray",,Space Platform,36,date?,25051,fic,gutenberg
2522,1682,"Leinster, Murray",,Space Tug,58,date?,18719,fic,gutenberg
2523,2192,"Leinster, Murray",,"Talents, Incorporated",37,date?,23845,fic,gutenberg
2524,2223,"Leinster, Murray",,The Aliens,118,date?,24104,fic,gutenberg
2525,2229,"Leinster, Murray",,The Ambulance Made Two Trips,50,date?,24149,fic,gutenberg
2526,2969,"Leinster, Murray",,The Fifth-Dimension Tube,74,date?,30408,fic,gutenberg
2527,4222,"Leinster, Murray",,The Forgotten Planet,101,date?,41637,fic,gutenberg
2528,3024,"Leinster, Murray",,The Hate Disease,21,date?,30815,fic,gutenberg
2529,3089,"Leinster, Murray",,The Invaders,31,date?,31343,fic,gutenberg
2530,2157,"Leinster, Murray",,The Leader,41,date?,23612,fic,gutenberg
2531,2430,"Leinster, Murray",,The Machine That Saved The World,56,date?,26174,fic,gutenberg
2532,3685,"Leinster, Murray",,The Mad Planet,37,date?,35425,fic,gutenberg
2533,4706,"Leinster, Murray",,The Other Now,45,date?,51112,fic,gutenberg
2534,2217,"Leinster, Murray",,The Pirates of Ersatz,109,date?,24035,fic,gutenberg
2535,4216,"Leinster, Murray",,The Red Dust,45,date?,41586,fic,gutenberg
2536,1576,"Leinster, Murray",,The Runaway Skyscraper,51,date?,17355,fic,gutenberg
2537,4705,"Leinster, Murray",,The Sentimentalists,38,date?,51102,fic,gutenberg
2538,4697,"Leinster, Murray",,The Silver Menace,41,date?,50622,fic,gutenberg
2539,4684,"Leinster, Murray",,The Wailing Asteroid,44,date?,50022,fic,gutenberg
2540,1626,"Leinster, Murray",,This World Is Taboo,51,date?,18172,fic,gutenberg
2541,3117,"Lent, Edward B. (Edward Burcham)",,Cupid's Middleman,4,date?,31561,fic,gutenberg
2542,4581,"Leroux, Gaston",,The Man with the Black Feather,26,date?,46343,fic,gutenberg
2543,215,"Leroux, Gaston",,The Mystery of the Yellow Room,373,date?,1685,fic,gutenberg
2544,31,"Leroux, Gaston",,The Phantom of the Opera,1017,date?,175,fic,gutenberg
2545,216,"Leroux, Gaston",,The Secret of the Night,62,date?,1686,fic,gutenberg
2546,2061,"Lerrigo, Charles Henry",,"The Boy Scout Treasure Hunters; Or, The Lost Treasure of Buffalo Hollow",19,date?,22644,fic,gutenberg
2547,3698,"Leverage, Henry",,The Ice Pilot,14,date?,35518,fic,gutenberg
2548,3552,"Leverage, Henry",,Whispering Wires,12,date?,34046,fic,gutenberg
2549,2927,"Levinrew, Will",,Death Points a Finger,8,date?,30187,fic,gutenberg
2550,160,"Lewis, Sinclair",,Babbitt,456,date?,1156,fic,gutenberg
2551,2495,"Lewis, Sinclair",,Free Air,55,date?,26732,fic,gutenberg
2552,88,"Lewis, Sinclair",,Main Street,303,date?,543,fic,gutenberg
2553,522,"Lewis, Sinclair",,Our Mr. Wrenn: The Romantic Adventures of a Gentle Man,34,date?,4961,fic,gutenberg
2554,2356,"Lewis, Sinclair",,The Innocents: A Story for Lovers,35,date?,25430,fic,gutenberg
2555,2362,"Lewis, Sinclair",,The Job: An American Novel,57,date?,25474,fic,gutenberg
2556,2483,"Lewis, Sinclair",,The Trail of the Hawk: A Comedy of the Seriousness of Life,43,date?,26610,fic,gutenberg
2557,2303,"Lewis, W. S. (Wilmarth Sheldon)",,Tutors' Lane,11,date?,24771,fic,gutenberg
2558,629,"Lichtenstein, Alfred",,The Prose of Alfred Lichtenstein,5,date?,5663,fic,gutenberg
2559,484,"Liljencrantz, Ottilie A. (Ottilia Adelina)",,The Thrall of Leif the Lucky: A Story of Viking Days,12,date?,4581,fic,gutenberg
2560,4173,"Liljencrantz, Ottilie A. (Ottilia Adelina)",,The Vinland Champions,13,date?,41098,fic,gutenberg
2561,390,"Liljencrantz, Ottilie A. (Ottilia Adelina)",,The Ward of King Canute: A Romance of the Danish Conquest,9,date?,3323,fic,gutenberg
2562,1600,"Lillibridge, Will",,Ben Blair: The Story of a Plainsman,10,date?,17844,fic,gutenberg
2563,2590,"Lillibridge, Will",,The Dominant Dollar,5,date?,27857,fic,gutenberg
2564,1127,"Lillibridge, Will",,Where the Trail Divides,9,date?,11683,fic,gutenberg
2565,753,"Lincoln, Joseph Crosby",,Cap'n Dan's Daughter,9,date?,6718,fic,gutenberg
2566,380,"Lincoln, Joseph Crosby",,Cap'n Eri,8,date?,3240,fic,gutenberg
2567,385,"Lincoln, Joseph Crosby",,Cap'n Warren's Wards,14,date?,3280,fic,gutenberg
2568,556,"Lincoln, Joseph Crosby",,Cape Cod Stories,18,date?,5195,fic,gutenberg
2569,386,"Lincoln, Joseph Crosby",,Cy Whittaker's Place,15,date?,3281,fic,gutenberg
2570,2066,"Lincoln, Joseph Crosby",,Fair Harbor,11,date?,22745,fic,gutenberg
2571,512,"Lincoln, Joseph Crosby",,Galusha the Magnificent,19,date?,4905,fic,gutenberg
2572,679,"Lincoln, Joseph Crosby",,Kent Knowles: Quahaug,9,date?,5980,fic,gutenberg
2573,280,"Lincoln, Joseph Crosby",,Keziah Coffin,16,date?,2068,fic,gutenberg
2574,324,"Lincoln, Joseph Crosby",,Mary-'Gusta,10,date?,2473,fic,gutenberg
2575,321,"Lincoln, Joseph Crosby",,Shavings: A Novel,9,date?,2452,fic,gutenberg
2576,331,"Lincoln, Joseph Crosby",,Thankful's Inheritance,9,date?,2552,fic,gutenberg
2577,299,"Lincoln, Joseph Crosby",,The Depot Master,15,date?,2307,fic,gutenberg
2578,381,"Lincoln, Joseph Crosby",,The Portygee,12,date?,3263,fic,gutenberg
2579,3873,"Lincoln, Joseph Crosby",,The Postmaster,9,date?,37482,fic,gutenberg
2580,378,"Lincoln, Joseph Crosby",,The Rise of Roscoe Paine,11,date?,3137,fic,gutenberg
2581,309,"Lincoln, Joseph Crosby",,The Woman-Haters,22,date?,2372,fic,gutenberg
2582,963,"Lincoln, Natalie Sumner",,I Spy,5,date?,9812,fic,gutenberg
2583,2241,"Lincoln, Natalie Sumner",,The Lost Despatch,6,date?,24204,fic,gutenberg
2584,232,"Lincoln, Natalie Sumner",,The Red Seal,10,date?,1747,fic,gutenberg
2585,193,"Lindsay, David",,A Voyage to Arcturus,475,date?,1329,fic,gutenberg
2586,2159,"Lindsay, Norman",,The Magic Pudding,115,date?,23625,fic,gutenberg
2587,513,"Lindsay, Norman",,The Magic Pudding: Being the Adventures of Bunyip Bluegum and His Friends Bill Barnacle & Sam Sawnoff,40,date?,4910,fic,gutenberg
2588,2831,"Linebarger, Paul Myron Anthony",,The Game of Rat and Dragon,206,date?,29614,fic,gutenberg
2589,1234,"Linnankoski, Johannes",,The Song of the Blood-Red Flower,5,date?,12935,fic,gutenberg
2590,3663,"Litsey, Edwin Carlile",,A Maid of the Kentucky Hills,8,date?,35147,fic,gutenberg
2591,2632,"Litsey, Edwin Carlile",,The Love Story of Abner Stone,5,date?,28383,fic,gutenberg
2592,3543,"Litsey, Edwin Carlile",,The Man from Jericho,3,date?,33984,fic,gutenberg
2593,3358,"Livingston, Berkeley",,Death of a B.E.M.,12,date?,32726,fic,gutenberg
2594,3272,"Livingston, Berkeley",,Oogie Finds Love,13,date?,32396,fic,gutenberg
2595,2180,"Lloyd, Nelson",,David Malcolm,9,date?,23741,fic,gutenberg
2596,1566,"Lloyd, Nelson",,The Soldier of the Valley,17,date?,17156,fic,gutenberg
2597,2558,"Lockhart, Caroline",,'Me--Smith',8,date?,27438,fic,gutenberg
2598,2130,"Lockhart, Caroline",,The Lady Doc,5,date?,23304,fic,gutenberg
2599,84,"Lofting, Hugh",,The Story of Doctor Dolittle,533,date?,501,fic,gutenberg
2600,2433,"Lofting, Hugh",,The Story of Doctor Doolittle,7,date?,26201,fic,gutenberg
2601,158,"Lofting, Hugh",,The Voyages of Doctor Dolittle,204,date?,1154,fic,gutenberg
2602,1358,"London, Jack",,A Daughter of the Snows,75,date?,14654,fic,gutenberg
2603,1969,"London, Jack",,A Son Of The Sun,52,date?,21971,fic,gutenberg
2604,166,"London, Jack",,Adventure,63,date?,1163,fic,gutenberg
2605,47,"London, Jack",,Before Adam,111,date?,310,fic,gutenberg
2606,928,"London, Jack",,Before Adam,4,date?,9113,fic,gutenberg
2607,1161,"London, Jack",,Brown Wolf and Other Jack London Stories: Chosen and Edited By Franklin K. Mathiews,65,date?,12336,fic,gutenberg
2608,117,"London, Jack",,Burning Daylight,103,date?,746,fic,gutenberg
2609,929,"London, Jack",,Burning Daylight,3,date?,9114,fic,gutenberg
2610,1048,"London, Jack",,Children of the Frost,110,date?,10736,fic,gutenberg
2611,164,"London, Jack",,Jerry of the Islands,41,date?,1161,fic,gutenberg
2612,320,"London, Jack",,Lost Face,209,date?,2429,fic,gutenberg
2613,113,"London, Jack",,"Love of Life, and Other Stories",182,date?,710,fic,gutenberg
2614,145,"London, Jack",,Martin Eden,467,date?,1056,fic,gutenberg
2615,227,"London, Jack",,"Michael, Brother of Jerry",33,date?,1730,fic,gutenberg
2616,151,"London, Jack",,"Moon-Face, and Other Stories",107,date?,1089,fic,gutenberg
2617,287,"London, Jack",,On the Makaloa Mat/Island Tales,45,date?,2152,fic,gutenberg
2618,207,"London, Jack",,Smoke Bellew,57,date?,1596,fic,gutenberg
2619,641,"London, Jack",,Smoke Bellew,71,date?,5737,fic,gutenberg
2620,172,"London, Jack",,South Sea Tales,120,date?,1208,fic,gutenberg
2621,732,"London, Jack",,South Sea Tales,3,date?,6541,fic,gutenberg
2622,1613,"London, Jack",,Stories of Ships and the Sea: Little Blue Book # 1169,67,date?,18062,fic,gutenberg
2623,134,"London, Jack",,Tales of the Fish Patrol,38,date?,911,fic,gutenberg
2624,2676,"London, Jack",,Tales of the Fish Patrol,23,date?,28693,fic,gutenberg
2625,33,"London, Jack",,The Call of the Wild,2384,date?,215,fic,gutenberg
2626,930,"London, Jack",,The Call of the Wild,17,date?,9115,fic,gutenberg
2627,1779,"London, Jack",,The Call of the Wild,130,date?,19678,fic,gutenberg
2628,1076,"London, Jack",,The Cruise of the Dazzler,46,date?,11051,fic,gutenberg
2629,153,"London, Jack",,The Faith of Men,50,date?,1096,fic,gutenberg
2630,163,"London, Jack",,The Game,93,date?,1160,fic,gutenberg
2631,905,"London, Jack",,The Game,4,date?,8817,fic,gutenberg
2632,213,"London, Jack",,The God of His Fathers: Tales of the Klondyke,53,date?,1655,fic,gutenberg
2633,736,"London, Jack",,The House of Mapuhi,4,date?,6550,fic,gutenberg
2634,317,"London, Jack",,"The House of Pride, and Other Tales of Hawaii",84,date?,2416,fic,gutenberg
2635,167,"London, Jack",,The Iron Heel,733,date?,1164,fic,gutenberg
2636,165,"London, Jack",,The Jacket (The Star-Rover),179,date?,1162,fic,gutenberg
2637,725,"London, Jack",,The Little Lady of the Big House,55,date?,6455,fic,gutenberg
2638,316,"London, Jack",,The Mutiny of the Elsinore,50,date?,2415,fic,gutenberg
2639,142,"London, Jack",,The Night-Born,62,date?,1029,fic,gutenberg
2640,126,"London, Jack",,The Red One,162,date?,788,fic,gutenberg
2641,1968,"London, Jack",,The Scarlet Plague,234,date?,21970,fic,gutenberg
2642,147,"London, Jack",,The Sea-Wolf,544,date?,1074,fic,gutenberg
2643,310,"London, Jack",,The Son of the Wolf,164,date?,2377,fic,gutenberg
