author,date,genre,gutenberg_id,source,title,viaf_author_uri
"Galt, John,",1832,teamred | random,mdp.39015063994266,genrescorpus,Stanley Buxton;,
"Disraeli, Benjamin,",1832,teamblack | random,nyp.33433074937438,genrescorpus,Contarini Fleming;,
"Disraeli, Benjamin,",1832,teamred | random,nyp.33433074937446,genrescorpus,Contarini Fleming;,
"Irving, Washington,",1832,teamblack | pbgothic,nyp.33433081585105,genrescorpus,Tales of the Alhambra,
"Hall, Anna Maria",1832,teamred | locdetmyst | stew,uc2.ark+=13960=t3rv0jp0n,genrescorpus,The buccaneer,
"James, G. P. R.",1832,teamred | random,nyp.33433074863691,genrescorpus,Henry Masterton;,
"Hall, Anna Maria",1832,teamred | locdetmyst | stew,uc2.ark+=13960=t8ff3s14j,genrescorpus,The buccaneer,
"Lytton, Edward Bulwer Lyt",1833,teamblack | pbgothic,uc2.ark+=13960=t1mg7hw3f,genrescorpus,Godolphin,
"Hall, James,",1833,teamred | random,njp.32101067634046,genrescorpus,The soldier's bride and o,
"White, James,",1834,teamblack | random,uc2.ark+=13960=t4wh2p202,genrescorpus,Some passages in the life of Sir Frizzle Pumpkin,
"Griffith, Mary,",1836,teamblack | locscifi,njp.32101067645505,genrescorpus,"Camperdown, or, News from",
"Hawthorne, Nathaniel,",1837,teamblack | pbgothic,mdp.39015002313487,genrescorpus,Twice-told tales,
"Lover, Samuel,",1837,teamblack | random,nyp.33433074878889,genrescorpus,Rory O'More,
"Trollope, Frances Milton,",1838,teamblack | random,umn.31951002096159c,genrescorpus,A romance of Vienna,
"Poe, Edgar Allan,",1838,teamblack | anatscifi | drop,uc1.31822038205001,genrescorpus,The narrative of Arthur G,
"James, G. P. R.",1838,teamred | random,nyp.33433074868807,genrescorpus,The robber,
"Hook, Theodore Edward,",1840,teamred | random,uc1.b3326097,genrescorpus,"Cousin Geoffrey, the old ",
"Poe, Edgar Allan,",1841,det100 | teamblack,PoeRueMorgue1841,genrescorpus,The Murder in the Rue Morgue (short story),
"Sinclair, Catherine,",1841,teamblack | random,nnc1.1002365251,genrescorpus,Modern flirtations,
"Poe, Edgar Allan,",1842,teamred | det100 | stew,PoeMysteryMarieRoget1842,genrescorpus,The Mystery of Marie Roget (short story),
"Poe, Edgar Allan,",1843,teamred | pbgothic,njp.32101068601341,genrescorpus,Tales by Edgar Allan Poe,
"James, G. P. R.",1843,teamblack | random,njp.32101007059791,genrescorpus,Forest days;,
"Eastlake, Elizabeth,",1843,teamblack | random,uc1.b248744,genrescorpus,Livonian tales,
"Reynolds, George W. M.",1844,teamred | pbgothic | stew,njp.32101075374379,genrescorpus,The mysteries of London,
"Poe, Edgar Allan,",1845,teamred | det100,PoePurloinedLetter1845,genrescorpus,The Purloined Letter (short story),
"Poe, Edgar Allan,",1845,det100 | teamblack | drop,uc2.ark+=13960=t0bv79z1x,genrescorpus,Selected tales of mystery,
"Sewell, Elizabeth Missing",1846,teamred | random,mdp.39015006997806,genrescorpus,Gertrude,
"Reynolds, George W. M.",1846,teamred | pbgothic | stew,uc1.32106010644463,genrescorpus,The mysteries of London,
"Hawthorne, Nathaniel,",1846,teamred | pbgothic,mdp.39015004274992,genrescorpus,Mosses from an old manse,
"Bront’__Î‘Î_, Charlotte,",1847,teamred | pbgothic,mdp.39076006220961,genrescorpus,Jane Eyre,
"Bront’__Î‘Î_, Emily,",1847,teamred | pbgothic | stew,nyp.33433074931118,genrescorpus,Wuthering Heights,
"Cobbold, Richard,",1847,teamred | random,uiuo.ark+=13960=t3vt1zh5r,genrescorpus,Zenon,
"Arthur, T. S.",1847,teamred | random,nyp.33433082170576,genrescorpus,Lovers and husbands,
"Froude, James Anthony,",1847,teamblack | random,uc2.ark+=13960=t9f47kt3k,genrescorpus,Shadows of the clouds,
"Bront’__Î‘Î_, Charlotte,",1847,teamred | pbgothic | stew,mdp.39076006220979,genrescorpus,Jane Eyre,
"St. Clair, Henry.",1848,teamred | locghost | stew,nyp.33433082514187,genrescorpus,"Tales of terror; or, The ",
"Kavanagh, Julia,",1848,teamblack | random,nyp.33433074863782,genrescorpus,Madeleine,
"Harris, Alexander,",1849,teamblack | random,uiuo.ark+=13960=t8pc3d497,genrescorpus,The emigrant family ;,
"Ainsworth, William Harris",1849,teamblack | pbgothic,inu.30000060903741,genrescorpus,The Lancashire witches,
"Reynolds, George W. M.",1850,teamblack | pbgothic,uiuo.ark+=13960=t2j683k08,genrescorpus,The mysteries of the cour,
"Hawthorne, Nathaniel,",1850,teamred | pbgothic | stew,uva.x000180089,genrescorpus,The scarlet letter,
"Arthur, T. S.",1850,teamblack | random,uc2.ark+=13960=t8df6mw4h,genrescorpus,Tales of domestic life,
"Myers, P. Hamilton",1850,teamblack | random,nyp.33433022846707,genrescorpus,The King of the Hurons,
"MacCabe, William Bernard,",1851,teamred | random,uiuo.ark+=13960=t2s475w45,genrescorpus,Bertha,
"Hawthorne, Nathaniel,",1851,teamblack | pbgothic,uc2.ark+=13960=t2r49vz0v,genrescorpus,The house of the seven ga,
"Lytton, Edward Bulwer Lyt",1853,teamred | random,uc2.ark+=13960=t6154fk9b,genrescorpus,"""My novel,""",
"Irving, John Treat,",1853,teamblack | random,uc1.b3324210,genrescorpus,The attorney,
"Austin, Alfred,",1858,teamred | random,nyp.33433074920608,genrescorpus,Five years of it,
"MacDonald, George,",1858,teamblack | pbgothic,uc2.ark+=13960=t9862rx2r,genrescorpus,Phantastes,
"Manning, Anne,",1858,teamblack | random,uiuo.ark+=13960=t7pn9mm7s,genrescorpus,The ladies of Bever Hollo,
"MacDonald, George,",1858,teamblack | pbgothic | stew,uc2.ark+=13960=t2h70nx9q,genrescorpus,Phantastes,
"Russell, William,",1859,det100 | teamblack,RecollectionsAD,genrescorpus,Recollections of a Detect,
"Hamel, Felix John.",1859,teamblack | locdetmyst,nyp.33433074870266,genrescorpus,"Harry Roughton, or, Remin",
"Chorley, Henry Fothergill",1859,teamred | random,uiuo.ark+=13960=t9c53x809,genrescorpus,Roccabella,
"De Forest, John William,",1859,teamred | random,uc1.b3324220,genrescorpus,Seacliff;,
"Lawrence, George A.",1860,teamred | random,uc1.b3324403,genrescorpus,Sword and gown,
"Trollope, Anthony,",1863,teamred | random,uc1.b4101364,genrescorpus,Rachel Ray,
"Felix, Charles, pseud.",1863,teamred | blcrime,NottingHM,genrescorpus,Notting Hill Mystery,
"Braddon, M. E.",1863,sensation | teamblack | stew,dul1.ark+=13960=t1qf9gh9b,genrescorpus,Aurora Floyd,
"Williams, John Babbington",1865,teamred | locdetective | stew,nyp.33433074929393,genrescorpus,Leaves from the note-book,
"Verne, Jules,",1865,teamred | anatscifi | stew,uva.x000380956,genrescorpus,From the Earth to the Moo,
"Ouida,",1865,teamred | sensation | stew,wu.89099780959,genrescorpus,Strathmore,
"Murdoch, David.",1865,teamred | random,nyp.33433076060874,genrescorpus,The Royalist's daughter a,
"Gaboriau, Emile,",1866,teamred | det100,uc1.32106006960592,genrescorpus,The widow Lerouge,
"Dostoevsky, Fyodor,",1866,teamred | lockandkey,dostoevskypunishment,genrescorpus,Crime and Punishment,
"Kirkus, William,",1867,teamblack | random,uiuo.ark+=13960=t42r4bj1d,genrescorpus,Only to be married,
"Gaboriau, Emile,",1867,det100 | teamblack,mdp.39015030307881,genrescorpus,File no. 113,
"Broughton, Rhoda,",1867,teamred | sensation | stew,njp.32101067630820,genrescorpus,Not Wisely But Too Well,
"M’___hlbach, L.",1867,teamblack | random,uc2.ark+=13960=t1sf2p11n,genrescorpus,Marie Antoinette and her ,
"Gaboriau, Emile,",1867,det100 | teamblack,nyp.33433075833354,genrescorpus,The mystery of Orcival,
"Alcott, Louisa May,",1868,teamblack | random,njp.32101068580768,genrescorpus,Kitty's class day ;,
"Knight, Legh.",1868,teamred | random,uiuo.ark+=13960=t58d0ds3h,genrescorpus,Tonic bitters,
"Capes, J. M.",1868,teamblack | random,uiuo.ark+=13960=t48p6974b,genrescorpus,The mosaic-worker's daugh,
"Ellis, Edward S.",1868,teamblack | anatscifi | stew,EllisSteamManPrairies1868,genrescorpus,The Steam Man of the Prairies,
"Speight, T. W.",1868,det100 | teamblack | stew,uiuo.ark+=13960=t3223k32d,genrescorpus,Under lock and key; a sto,
"Verne, Jules,",1870,teamred | anatscifi,mdp.39015004307362,genrescorpus,Twenty thousand leagues u,
"Marryat, Florence,",1871,teamblack | random,nyp.33433074880075,genrescorpus,Her lord and master,
"Spielhagen, Friedrich,",1871,teamred | lockandkey | stew,spielhagenskeleton,genrescorpus,The Skeleton in the House,
"McWatters, George S",1871,teamred | locdetective,uc1.b3386909,genrescorpus,Knots untied,
"Le Fanu, Joseph Sheridan,",1871,teamred | det100,njp.32101067344661,genrescorpus,Checkmate,
"Farjeon, B. L.",1871,teamblack | random,uc2.ark+=13960=t6251m863,genrescorpus,Joshua Marvel,
"Hardy, Thomas,",1871,sensation | teamblack | stew,mdp.39015018606049,genrescorpus,Desperate Remedies,
"Lytton, Edward Bulwer Lyt",1871,teamblack | anatscifi,uva.x030223689,genrescorpus,The coming race,
"Le Fanu, Joseph Sheridan,",1872,teamblack | pbgothic | stew,inu.30000007695723,genrescorpus,In a glass darkly,
"Benedict, Frank Lee,",1874,teamred | random,njp.32101067707909,genrescorpus,John Worthington's name,
"Pinkerton, Allan,",1874,teamred | locdetective,njp.32101031806142,genrescorpus,The expressman and the de,
"Pinkerton, Allan,",1874,teamred | locdetective,uc2.ark+=13960=t9t14vb5t,genrescorpus,The expressman and the de,
"Stockton, Frank Richard,",1874,teamblack | random,uc2.ark+=13960=t44q7rc7f,genrescorpus,What might have been expe,
"Du Boisgobey, Fortun’__Î‘Î©,",1875,teamred | det100,nyp.33433075818801,genrescorpus,The golden tress,
"Walraven, E. G.",1875,teamred | random,uc2.ark+=13960=t53f4sg3b,genrescorpus,"The two orphans, or, The ",
"Optic, Oliver,",1875,teamblack | random,nyp.33433082168877,genrescorpus,"Getting an indorser, and ",
"Pinkerton, Allan,",1875,teamblack | locdetmyst,njp.32101031806159,genrescorpus,Claude Melnotte as a dete,
"Mason, Charles Welsh.",1875,teamblack | random,uiuo.ark+=13960=t1qf99m3q,genrescorpus,"The rape of the gamp; or,",
"Pinkerton, Allan,",1875,teamblack | locdetmyst | stew,uc1.b4101416,genrescorpus,Claude Melnotte as a dete,
"Russell, William Clark,",1876,det100 | teamblack | stew,uc2.ark+=13960=t9474d81g,genrescorpus,Is he the man?,
"Pinkerton, Allan,",1876,locdetective | teamblack,uc1.$b813705,genrescorpus,The spiritualists and the,
"Robinson, Frederick Willi",1876,teamred | random,uiuo.ark+=13960=t0ft97228,genrescorpus,As long as she lived,
"Gr’__Î‘Î©ville, Henry,",1876,teamred | random,nyp.33433075818611,genrescorpus,Marrying off a daughter,
"Verga, Giovanni,",1877,lockandkey | teamblack,vergacastleoftrezza,genrescorpus,The Castle of Trezza,
"Cobbe, Frances Power,",1877,teamred | femscifi | stew,mdp.39015010330341,genrescorpus,The age of science,
"Auerbach, Berthold,",1878,teamred | random,njp.32101067641678,genrescorpus,Landolin,
"Collins, Wilkie,",1878,teamred | pbgothic | stew,mdp.39015026244999,genrescorpus,The haunted hotel,
"Green, Anna Katharine,",1878,teamred | det100,mdp.39015035566440,genrescorpus,The Leavenworth case,
"Adams, Robert Chamblet,",1879,teamblack | random,uc2.ark+=13960=t5db7zr5v,genrescorpus,"On board the ""Rocket""",
"Pinkerton, Allan,",1879,teamred | locdetective,uc2.ark+=13960=t5bc3wr6q,genrescorpus,Mississippi outlaws and t,
"Braddon, M. E.",1880,sensation | teamblack | stew,uiuo.ark+=13960=t2697pf21,genrescorpus,The Story of Barbara,
"Scudder, Horace Elisha,",1880,teamblack | random,uva.x030743237,genrescorpus,Doings of the Bodley fami,
"Greg, Percy,",1880,teamblack | anatscifi | locscifi,uc1.b3578701,genrescorpus,Across the zodiac,
"Greg, Percy,",1880,teamblack | anatscifi | locscifi,dul1.ark+=13960=t3dz0xh78,genrescorpus,Across the zodiac,
"Zhelikhovsky, Vera,",1880,lockandkey | teamblack,verajelihovskygeneralswill,genrescorpus,The General's Will,
"Greg, Percy,",1880,teamred | anatscifi,mdp.39015078569723,genrescorpus,Across the zodiac,
"Cowan, Frank,",1880,teamblack | locscifi,nyp.33433074818778,genrescorpus,Revi-Lona,
"Aldrich, Thomas Bailey,",1880,teamred | det100,uva.x030832557,genrescorpus,The stillwater tragedy,
"Pinkerton, Allan,",1881,teamred | locdetective | stew,uc1.$b813836,genrescorpus,The rail-road forger and ,
"Sidney, Margaret,",1881,teamblack | random,mdp.39015062658789,genrescorpus,Five little Peppers and h,
"Oliphant,",1882,teamred | pbgothic | stew,mdp.39015063559390,genrescorpus,A little pilgrim in the u,
"Du Boisgobey, Fortun’__Î‘Î©,",1883,det100 | teamblack,uc1.b318291,genrescorpus,The detective's eye ;,
"Oliphant, Laurence,",1883,teamred | random,uiuo.ark+=13960=t9474zg09,genrescorpus,Altiora Peto,
"Lynch, Lawrence L.",1885,det100 | teamblack,uc2.ark+=13960=t5n874v29,genrescorpus,"Dangerous ground, or, The",
"Lema’__Î‘’Çtre, Jules,",1886,teamred | random,uc2.ark+=13960=t1dj5cf2j,genrescorpus,Serenus and other stories,
"Hume, Fergus,",1886,teamred | det100,njp.32101063580268,genrescorpus,The mystery of a hansom c,
"Corelli, Marie,",1886,teamred | femscifi | locscifi,uiuo.ark+=13960=t7cr65585,genrescorpus,A romance of two worlds,
"Verne, Jules,",1886,teamred | anatscifi | locscifi,uc1.b117774,genrescorpus,The clipper of the clouds,
"Fawcett, Edgar,",1887,teamred | random,uc2.ark+=13960=t4bn9zk9h,genrescorpus,Olivia Delaplaine,
Anonymous3,1887,teamblack | locghost,inu.30000042783591,genrescorpus,Dreamland and ghostland,
"Hudson, W. H.",1887,teamred | anatscifi,njp.32101013621246,genrescorpus,A crystal age,
"Doyle, Arthur Conan,",1887,det100 | teamblack,uc1.b4107807,genrescorpus,A study in scarlet,
"Clarke, Rebecca Sophia,",1887,teamblack | random,uc2.ark+=13960=t0js9hc64,genrescorpus,Drones' honey,
"Gibbon, Charles,",1888,teamblack | locdetmyst,uc2.ark+=13960=t0cv4hf87,genrescorpus,Beyond compare,
"De Mille, James,",1888,teamblack | anatscifi | locscifi,dul1.ark+=13960=t3zs3df24,genrescorpus,A strange manuscript foun,
AnonymousGhost,1888,teamred | locghost,nnc1.0113307762,genrescorpus,Weird tid-bits,
"Kipling, Rudyard,",1888,teamred | pbgothic,uc1.b4104961,genrescorpus,The phantom rickshaw,
"Besant, Walter,",1888,teamblack | anatscifi | stew,nyp.33433074939723,genrescorpus,The inner house,
"Haggard, H. Rider",1888,teamred | det100,uc2.ark+=13960=t1gh9jr4d,genrescorpus,Mr. Meeson's will,
AnonymousGhost,1888,teamblack | locghost | stew,nnc1.0040976017,genrescorpus,Weird tid-bits,
"Green, Anna Katharine,",1888,teamred | det100 | stew,uva.x001307832,genrescorpus,Behind closed doors,
"Kipling, Rudyard,",1888,teamblack | pbgothic | stew,nyp.33433074866686,genrescorpus,Plain tales from the hill,
"Gibbon, Charles,",1888,teamred | locdetmyst,uc2.ark+=13960=t2h70dt42,genrescorpus,Beyond compare,
"Bellamy, Edward,",1888,teamred | anatscifi | locscifi | stew,dul1.ark+=13960=t66401k8k,genrescorpus,"Looking backward, 2000-18",
"Farjeon, B. L.",1888,teamblack | random,nyp.33433075761720,genrescorpus,Miser Farebrother,
"Gibbon, Charles,",1888,teamblack | locdetmyst | stew,uc2.ark+=13960=t4cn73z09,genrescorpus,Beyond compare,
"Goodman, E. J.",1888,teamred | supernatural | random,nyp.33433074864889,genrescorpus,Too curious,
AnonymousGhost,1888,teamblack | locghost | stew,nnc1.0111708131,genrescorpus,Weird tid-bits,
AnonymousGhost,1888,teamblack | locghost,nnc1.0040976025,genrescorpus,Weird tid-bits,
"Stockton, Frank Richard,",1889,teamred | anatscifi,mdp.39015007007282,genrescorpus,The great war syndicate,
"Twain, Mark,",1889,teamblack | anatscifi | stew,mdp.39015066036578,genrescorpus,A Connecticut Yankee in K,
"Lee, Vernon,",1890,teamred | pbgothic | stew,uc1.b3325448,genrescorpus,Hauntings,
AnonymousGhost2,1890,teamblack | locghost,mdp.39015066083661,genrescorpus,Modern ghosts;,
"Franzos, Karl Emil,",1890,teamred | random,nyp.33433075737753,genrescorpus,Judith Trachtenberg,
AnonymousGhost2,1890,teamblack | locghost | stew,mdp.39015012876820,genrescorpus,Modern ghosts,
"Donnelly, Ignatius,",1890,teamred | anatscifi,nyp.33433039680552,genrescorpus,C’___sar's column,
"Ward, Herbert Dickinson,",1891,teamblack | locscifi | stew,nyp.33433076056781,genrescorpus,A republic without a pres,
"Bierce, Ambrose,",1891,teamblack | pbgothic | stew,uc1.b3578934,genrescorpus,Tales of soldiers and civ,
Anonymous9,1891,teamblack | locdetmyst | stew,uc1.$b382267,genrescorpus,Eleven possible cases,
"Bierce, Ambrose,",1892,teamblack | random,nyp.33433079897819,genrescorpus,The monk and the hangman',
"Zangwill, Israel,",1892,teamred | det100,uc1.b4105364,genrescorpus,The big bow mystery,
"Bradshaw, William R.",1892,teamblack | locscifi,njp.32101068138443,genrescorpus,The goddess of Atvatabar,
"Theuriet, Andr’__Î‘Î©,",1892,teamred | random,nyp.33433075843544,genrescorpus,A young man of the period,
"Bierce, Ambrose,",1892,teamblack | pbgothic | stew,njp.32101013566920,genrescorpus,In the midst of life;,
"Flammarion, Camille,",1893,teamblack | anatscifi,nyp.33433075827018,genrescorpus,Omega: the last days of t,
"Fawcett, E. Douglas",1893,teamblack | anatscifi,nyp.33433075727168,genrescorpus,Hartmann the anarchist,
"Griffith, George Chetwynd",1893,teamblack | anatscifi,uc2.ark+=13960=t45q4sn3p,genrescorpus,The angel of the revoluti,
"Bierce, Ambrose,",1893,teamblack | pbgothic,uva.x000885514,genrescorpus,Can such things be?,
"Morrison, Arthur,",1894,det100 | teamblack,uc1.b4105459,genrescorpus,"Martin Hewitt, investigat",
"Henty, G. A.",1894,teamblack | random,uc2.ark+=13960=t48p64044,genrescorpus,When London burned,
"Pemberton, Max,",1894,det100 | teamblack,nyp.33433075765705,genrescorpus,Jewel mysteries I have kn,
"Astor, John Jacob,",1894,teamblack | anatscifi | stew,nyp.33433082173273,genrescorpus,A journey in other worlds,
"Theuriet, Andr’__Î‘Î©,",1894,teamblack | random,uc2.ark+=13960=t9668pw05,genrescorpus,The Abb’__Î‘Î© Daniel,
"Scott, Hugh Stowell,",1894,teamblack | random,mdp.39015063949229,genrescorpus,With edged tools;,
"Doyle, Arthur Conan,",1894,teamblack | locdetmyst,inu.30000007703436,genrescorpus,Memoirs of Sherlock Holme,
"Corelli, Marie,",1895,teamred | pbgothic,uc1.b4104774,genrescorpus,The sorrows of Satan;,
"Besant, Walter,",1895,teamred | locscifi | stew,uc2.ark+=13960=t17m0b23x,genrescorpus,Beyond the dreams of avar,
"Post, Melville Davisson,",1896,teamred | det100,mdp.39015011950766,genrescorpus,The strange schemes of Ra,
"Merrick, Leonard,",1896,teamred | random,nyp.33433074897426,genrescorpus,This stage of fools,
"Palmarini, I. M.",1896,teamred | lockandkey,palmarinishadows,genrescorpus,Shadows,
"Morrison, Arthur,",1897,teamred | det100 | stew,nyp.33433074915269,genrescorpus,The Dorrington deed-box,
"Wait, Frona Eunice,",1897,teamred | femscifi,uc1.b3578887,genrescorpus,Yermah the Dorado,
Anonymous1,1898,teamred | locdetmyst,uc1.b249346,genrescorpus,"Seth Bond, or, A lost tre",
"Bangs, John Kendrick,",1898,teamred | locghost | stew,wu.89069113231,genrescorpus,Ghosts I have met and som,
"Le Braz, Anatole,",1898,teamblack | locghost,njp.32101076806486,genrescorpus,Dealings with the dead;,
"Barr, Amelia Edith Huddle",1898,teamblack | random,uc1.b249543,genrescorpus,The lost silver of Briffa,
"James, Henry,",1898,teamred | pbgothic,JamesTurnOfScrew1898,genrescorpus,The Turn of the Screw,
"Shiel, M. P.",1898,teamblack | anatscifi,uc1.b244810,genrescorpus,The yellow danger,
"Kipling, Rudyard,",1898,teamred | random,nyp.33433074866413,genrescorpus,The day's work,
"Thornton, Marcellus Eugen",1899,teamred | random,uva.x000676502,genrescorpus,"My ""budie"" and I",
"Green, Anna Katharine,",1899,det100 | teamblack,uc1.b4104310,genrescorpus,Agatha Webb,
"Hornung, E. W.",1899,teamred | det100,nyp.33433074876388,genrescorpus,The amateur cracksman,
"Wells, H. G.",1899,teamred | locscifi,dul1.ark+=13960=t80k32x0x,genrescorpus,When the sleeper wakes,
"Tarkington, Booth,",1900,teamblack | random,nnc1.cu01664417,genrescorpus,Monsieur Beaucaire,
"Chapman, Allen.",1900,teamblack | locdetmyst | stew,mdp.39076002720709,genrescorpus,"Boys of Spring Hill, or, ",
"Osborne, Duffield,",1900,teamred | locscifi | stew,nyp.33433076024060,genrescorpus,The secret of the crater,
"Wells, H. G.",1901,teamblack | anatscifi | locscifi,njp.32101021206436,genrescorpus,The first men in the moon,
"Shiel, M. P.",1901,chifantasy | teamblack | chiscifi,11274,genrescorpus,The purple cloud,
"Owen, Harle Oren.",1902,teamred | locscifi,nyp.33433074954656,genrescorpus,Welsh rarebit tales,
"Doyle, Arthur Conan,",1903,teamblack | locdetmyst,uc2.ark+=13960=t45q4tp5h,genrescorpus,The return of Sherlock Ho,
"Isham, Frederic Stewart,",1903,teamred | random,njp.32101063580995,genrescorpus,Under the rose,
"Benson, Arthur Christophe",1903,teamblack | pbgothic,inu.39000002156706,genrescorpus,The hill of trouble and o,
"Meyrink, Gustav,",1903,teamred | lockandkey | stew,meyrinkmanonthebottle,genrescorpus,The Man on the Bottle,
"Lafargue, Paul,",1903,teamblack | random,mdp.39015030365178,genrescorpus,The sale of an appetite,
"Harris-Burland, J. B.",1904,teamred | locscifi,nyp.33433074850870,genrescorpus,The Princess Thora,
"Tracy, Louis,",1904,det100 | teamblack,nyp.33433075763080,genrescorpus,The Albert Gate mystery,
"Wells, H. G.",1904,teamblack | anatscifi | locscifi,uc1.32106001959946,genrescorpus,The food of the gods and ,
"Hope, Laura Lee.",1904,teamred | locdetmyst | juvenile | drop,mdp.39015039487205,genrescorpus,The Bobbsey twins;,
"Baring-Gould, S.",1904,teamred | locghost | stew,uc1.b4103074,genrescorpus,A book of ghosts,
"Orcutt, William Dana,",1904,teamred | random,uc2.ark+=13960=t7tm74c51,genrescorpus,Robert Cavelier,
"Harper, Vincent.",1905,teamblack | anatscifi | stew,nyp.33433074850961,genrescorpus,The mortgage on the brain,
"Gibbon, Perceval,",1905,teamblack | random,nyp.33433074857248,genrescorpus,Salvator,
"Pain, Barry,",1905,det100 | teamblack | stew,nyp.33433081593646,genrescorpus,The memoirs of Constantin,
"Dunsany, Edward John More",1905,teamblack | pbgothic | stew,uc1.32106001980371,genrescorpus,The gods of Peg’__Î‘ÎÅna,
"Ford, Douglas Morey.",1906,teamblack | locscifi | stew,dul1.ark+=13960=t1qf9cr59,genrescorpus,A time of terror,
"Blackwood, Algernon,",1906,teamblack | pbgothic | stew,uc1.b3578940,genrescorpus,The empty house,
"Chambers, Robert W.",1906,teamred | det100 | stew,nyp.33433074941562,genrescorpus,The tracer of lost person,
"Buckingham, Emma May.",1906,teamred | locghost | stew,nyp.33433068179716,genrescorpus,Modern ghost stories,
"Cullum, Ridgwell,",1906,teamblack | random,uc1.b3324205,genrescorpus,The night-riders;,
"Futrelle, Jacques,",1907,teamred | det100 | stew,wu.89004395398,genrescorpus,The thinking machine,
"Freeman, R. Austin,",1907,det100 | teamblack,RedThumbMark,genrescorpus,The Red Thumb Mark,
"Hope, Laura Lee.",1907,teamred | locdetmyst | juvenile | drop,nyp.33433082332010,genrescorpus,The Bobbsey twins at the ,
"Murfree, Mary Noailles,",1907,teamred | random,mdp.39015063941135,genrescorpus,The windfall;,
"Hewlett, Maurice,",1907,teamred | random,nyp.33433074870282,genrescorpus,The stooping lady,
"Perrin, Alice,",1908,teamred | random,nyp.33433075766463,genrescorpus,The stronger claim,
"Bodkin, M. McDonnell",1908,det100 | teamblack | stew,njp.32101066455278,genrescorpus,The quests of Paul Beck,
"Harding, Ellison.",1908,teamblack | locscifi,uc2.ark+=13960=t10p0xs0f,genrescorpus,The woman who vowed,
"Rinehart, Mary Roberts,",1908,teamred | det100 | locdetmyst,uc2.ark+=13960=t3707xt9q,genrescorpus,The circular staircase,
"Moore, Frank Frankfort,",1908,teamred | random,coo.31924013525971,genrescorpus,An amateur adventuress,
"Egan, Maurice Francis,",1909,teamblack | random,uc2.ark+=13960=t9s17v81t,genrescorpus,The wiles of Sexton Magin,
"Orczy, Emmuska Orczy,",1909,teamred | det100 | stew,uc2.ark+=13960=t4qj79t1j,genrescorpus,The man in the corner,
"Hawthorne, Julian,",1909,det100 | teamblack | stew,uc2.ark+=13960=t0pr7n71q,genrescorpus,The lock and key library:,
"Serviss, Garrett Putman,",1909,teamblack | anatscifi | locscifi,nyp.33433075746895,genrescorpus,A Columbus of space,
"Post, Melville Davisson,",1909,det100 | teamblack,mdp.39015011950758,genrescorpus,"Randolph Mason, corrector",
"Ayscough, John,",1909,teamblack | random,uc2.ark+=13960=t7hq41f5s,genrescorpus,A Roman tragedy and other,
"Rinehart, Mary Roberts,",1909,det100 | teamblack,uc2.ark+=13960=t83j39v3z,genrescorpus,The man in lower ten,
"Newbolt, Henry John,",1909,teamblack | random,uc2.ark+=13960=t40r9p16h,genrescorpus,The new June,
"Palmer, Frederick,",1910,teamblack | random,nyp.33433076060080,genrescorpus,The big fellow,
"Wharton, Edith,",1910,teamred | pbgothic,inu.30000011752437,genrescorpus,Tales of men and ghosts,
"Mason, A. E. W.",1910,teamred | det100,mdp.39015006963881,genrescorpus,At the Villa Rose,
"Eggleston, George Cary,",1910,teamblack | random,nyp.33433074848668,genrescorpus,Westover of Wanalah;,
"Orczy, Emmuska Orczy,",1910,det100 | teamblack,njp.32101068574530,genrescorpus,Lady Molly of Scotland Ya,
"Leroux, Gaston,",1910,teamred | det100,uva.x001752097,genrescorpus,The mystery of the yellow,
"Roe, Clifford Griffith,",1910,teamred | random,nyp.33433075968796,genrescorpus,Panders and their white s,
"Johnston, Mary,",1911,teamblack | random,uc1.$b807274,genrescorpus,The long roll,
"Wells, Carolyn,",1911,teamred | det100 | stew,nyp.33433076073786,genrescorpus,The gold bag,
"Reeve, Arthur B.",1911,det100 | teamblack,uc2.ark+=13960=t5j961w9x,genrescorpus,The poisoned pen,
"Pearson, Edmund Lester,",1911,teamblack | random,uc2.ark+=13960=t3pv6dr2h,genrescorpus,The librarian at play,
"Lummis, Charles Fletcher,",1911,teamred | random,uc2.ark+=13960=t3xs5jt7k,genrescorpus,The gold fish of Gran Chi,
"Chesterton, G. K.",1911,teamred | det100 | locdetmyst,uc1.32106001930137,genrescorpus,The innocence of Father B,
"Cowan, James,",1911,teamred | random,uc2.ark+=13960=t5v69m62h,genrescorpus,The adventures of Kimble ,
"Crawford, F. Marion",1911,teamred | pbgothic | stew,uc1.b3578339,genrescorpus,Wandering ghosts,
"Appleton, Victor.",1911,teamblack | locdetmyst | juvenile | drop,mdp.39076002194574,genrescorpus,Tom Swift and his sky rac,
"Burroughs, Edgar Rice,",1912,teamred | anatscifi,uc2.ark+=13960=t2794143s,genrescorpus,A princess of Mars,
"Pidgin, Charles Felton,",1912,det100 | teamblack,uc2.ark+=13960=t6zw19x28,genrescorpus,The chronicles of Quincy ,
"Baum, L. Frank",1912,teamred | locdetective | stew,mdp.39015074379739,genrescorpus,Aunt Jane's nieces on vac,
"Rose, William Ganson,",1912,teamblack | random,uc2.ark+=13960=t0xp6w75n,genrescorpus,Putting Marshville on the,
"Doyle, Arthur Conan,",1912,teamred | anatscifi | stew,coo.31924051019580,genrescorpus,The lost world,
