,actual,author,birthdate,date,doc_id,enumcron,final_genre,firstpub,gender,genretags,imprint,locnum,nationality,oclc,predicted,recordid,subjects,title,zscore
304,1970,"Brown, James Cooke,",1921,1970,20871,,scifi,1970,m,chiutopia | teamblack,Garden Cit,,us,,1976.759927,,Utopias;Fu,The Troika incident,0.393673812
78,1947,"Blunden, Godfrey",1906,1947,10838,,non_genre,1947,m,chirandom | teamblack,Philadelphia: Lippincott,,au,,1953.672438,,,A Room on the Route,0.387905029
211,1953,"Brown, Fredric,",1906,1953,20089,,scifi,1953,m,chirandom | teamred | chiscifi | stew,New York E,,us,,1959.648751,,Science fi,The lights in the sky are,0.386343144
377,1979,"Zebrowski, George,",1945,1979,21685,,scifi,1979,m,teamred | chiscifi | stew,New York H,,us,,1985.641972,,Science fi,Macrolife,0.385896215
111,1949,"Orwell, George,",1903,1949,11096,,scifi,1949,m,teamblack | chiscifi,New York H,,uk,,1955.625838,,Science fi,Nineteen eighty-four,0.384832364
358,1978,"Bova, Ben,",1932,1978,21500,,scifi,1978,m,teamred | chiscifi | stew,New York P,,us,,1984.618796,,Science fi,Colony,0.384368015
859,1834,"White, James,",,1834,uc2.ark+=13960=t4wh2p202,,non_genre,1834,m,teamblack | random,"Philadelphia;E. L. Carey & A. Hart;Baltimore;Carey, Hart & co.;1834.",PZ3.W584S,us,10190007,1840.61518,325094,,Some passages in the life of Sir Frizzle Pumpkin,0.384129574
82,1947,"Van Vogt, A. E. 1912-2000",1912,1947,10877,,non_genre,1947,,teamred | chifantasy," Reading, ",,us,,1953.600886,,Fantasy fi,The book of Ptath,0.383187113
729,1875,"Du Boisgobey, FortunÃ©,",1821,1876,nyp.33433075818801,,crime,1875,m,teamred | det100,Philadelph,PZ3.D853G,fr,22739476,1881.576067,8671972,French fic,The golden tress,0.381550587
951,1917,"London, Jack,",1876,1917,uva.x001705067,,non_genre,1917,m,teamred | random,New York;T,PS3523.O46M5 1917,us,1161318,1923.567321,6154959,Dogs;Ficti,"Michael, brother of Jerry",0.380973893
754,1894,"Astor, John Jacob,",1864,1894,nyp.33433082173273,,scifi,1894,m,teamblack | anatscifi | stew,London;Lon,,us,37134322,1900.527712,8663513,,A journey in other worlds,0.378362199
34,1931,"Smith, Thorne,",1892,1931,10362,,scifi,1931,m,chifantasy | teamblack | chiscifi,Garden Cit,,us,,1937.524077,,Humorous f,The night life of the god,0.378122483
313,1971,"Pentecost, Hugh,",1903,1971,20979,,crime,1971,m,teamblack | chimyst | stew,New York D,,us,,1977.520323,,Mystery fi,The deadly joke,0.377874979
128,1928,"Cox, Erle,",1873,1928,11226,,scifi,1928,m,teamblack | chiscifi,New York R,,au,,1934.461208,,Science fi,Out of the silence,0.373977103
607,1917,"Seaman, Augusta Huiell,",1879,1917,mdp.39076002607435,,crime,1917,f,teamblack | locdetmyst | juvenile | drop,New York;C,,us,18717400,1923.434509,9929466,Orphans;De,The girl next door,0.372216672
808,1891,"Bierce, Ambrose,",1842,1891,uc1.b3578934,,gothic,1891,m,teamblack | pbgothic | stew,New York;U,,us,3268651,1897.346257,6678259,,Tales of soldiers and civ,0.366397549
886,1866,"Kingsley, Charles,",1819,1866,uc2.ark+=13960=t9571nb3d,,non_genre,1866,m,teamblack | random,Boston;Tic,PZ3.K614H,uk,5315288,1872.294469,7700283,History;To,Hereward,0.362982759
48,1938,"Carr, John Dickson",1906,1938,10543,,crime,1938,m,det100 | teamblack,New York: ,,us,,1944.179431,,"Fell, Gide",To wake the dead,0.355397515
472,1921,"Sawyer, Ruth,",1880,1921,4611,,non_genre,1921,f,chirandom | teamred,New York; ,,us,,1927.156286,,,The silver sixpence,0.353871368
325,1973,"Piercy, Marge,",1936,1973,21126,,non_genre,1973,f,chirandom | teamred,New York; ,,us,,1979.107987,,United Sta,Small changes,0.350686654
477,1922,"Marquand, John P.",1893,1922,4705,,non_genre,1922,m,chirandom | teamred,New York C,,us,,1928.054081,,United Sta,The unspeakable gentleman,0.347132267
775,1904,"Wells, H. G.",1866,1904,uc1.32106001959946,,scifi,1904,m,teamblack | anatscifi | locscifi,London;Mac,,uk,660430,1910.034001,7120624,Science fi,The food of the gods and ,0.345808245
597,1890,AnonymousGhost2,,1890,mdp.39015066083661,,gothic,1890,,teamblack | locghost,New York;L,,,52047650,1896.007939,2040236,Ghost stor,Modern ghosts;,0.344089747
738,1913,"Rinehart, Mary Roberts,",1876,1913,nyp.33433076053762,,crime,1913,f,det100 | teamblack,Indianapol,,us,3656581,1918.999882,8659914,,The case of Jennie Brice,0.343558526
704,1866,"Collins, Wilkie,",1824,1873,nyp.33433074945779,,multi,1866,m,teamred | sensation | pbgothic | stew,New York;H,PZ3.C697.Ar2,uk,291965,1871.979838,8663981,,Armadale,0.342236869
579,1892,"Doyle, Arthur Conan,",1859,1892,mdp.39015049217741,,crime,1892,m,teamred | det100 | stew,New York;H,,uk,2541507,1897.959953,207878,,Adventures of Sherlock Ho,0.340925717
622,1875,"Pinkerton, Allan,",1819,1875,njp.32101031806159,,crime,1875,m,teamblack | locdetmyst,Chicago;W.,,us,6030345,1880.934224,6154545,Detective ,Claude Melnotte as a dete,0.339229196
61,1944,"Brackett, Leigh,",1915,1944,10733,,crime,1944,f,chirandom | teamred | chimyst,New York C,,us,,1949.922987,,Extortion;,No good from a corpse,0.338488272
536,1903,"Benson, Arthur Christophe",1862,1903,inu.39000002156706,,gothic,1903,m,teamblack | pbgothic,London;Isb,,uk,6388485,1908.877095,6058078,,The hill of trouble and o,0.335462248
649,1898,"Le Braz, Anatole,",,1898,njp.32101076806486,,gothic,1898,m,teamblack | locghost,London;G. ,GR455.L5,,401337,1903.874656,9033917,Brittany;F,Dealings with the dead;,0.335301446
285,1967,"Braun, Lilian Jackson,",1913,1967,20727,,crime,1967,f,chirandom | teamblack | chimyst,New York E,,us,,1972.857502,,"Qwilleran,",The cat who ate Danish mo,0.334170338
834,1867,"MÃ_hlbach, L.",1814,1867,uc2.ark+=13960=t1sf2p11n,,non_genre,1867,f,teamblack | random,New York;M,,ge,320128849,1872.849856,7668360,,Marie Antoinette and her ,0.333666215
546,1846,"Hawthorne, Nathaniel,",1804,1882,mdp.39015004274992,,gothic,1846,m,teamred | pbgothic,Boston;New,,us,274628,1851.753117,478557,,Mosses from an old manse,0.327287507
517,1788,"Berkeley, George Monck,",1763,1788,dul1.ark+=13960=t6834qb4k,v.1,non_genre,1788,m,teamred | random,London;For,,uk,31480481,1793.727145,10942313,Publisher;,Heloise: or The siege of ,0.325574965
277,1966,"Delany, Samuel R,",1942,1966,20683,,scifi,1966,m,teamred | chiscifi,New York A,,us,,1971.667866,,Science fi,Babel-17,0.321666278
923,1810,Anonymous6,,1810,uiuo.ark+=13960=t7br98r5d,v.1,non_genre,1810,f,teamblack | random,"London;Printed for the authoress and sold by Sherwood, Neely, and Jones;1810.",,uk,30364815,1815.662641,8717971,,"The adulteress ; or, anecdotes of two noble families",0.321321786
49,1938,"Sarton, May,",1912,1938,10561,,scifi,1938,f,chiutopia | teamblack,Boston; Ca,,us,,1943.640755,,Friendship,The single hound,0.319878641
156,1935,"McKinney, J. P,",1891,1935,11469,,non_genre,1935,m,chirandom | teamred," Sydney, Angus & Robertson 1935",,au,,1940.610263,21,"World War, 1914-1918",Crucible,0.317868094
100,1950,"Van Vogt, A. E. 1912-2000",1912,1950,11013,,scifi,1950,m,chirandom | teamblack | chiscifi,New York G,,us,,1955.56393,,Science fi,The house that stood stil,0.314813064
303,1970,"Anderson, Poul,",1926,1970,20866,,scifi,1970,m,chirandom | teamblack | chiscifi,Garden Cit,,us,,1975.524224,,Science fi,Tau zero,0.312194905
301,1969,"Pentecost, Hugh,",1903,1969,20842,,crime,1969,m,chirandom | teamblack | chimyst | stew,New York D,,us,,1974.499654,,"Chambrun, ",Girl watcher's funeral,0.310574834
636,1867,"Broughton, Rhoda,",1840,1899,njp.32101067630820,,sensation,1867,f,teamred | sensation | stew,London,,uk,,1872.41337,,,Not Wisely But Too Well,0.304885499
412,1986,"Dickson, Gordon R,",1923,1986,22488,,scifi,1986,m,teamred | chiscifi,New York A,,us,,1991.403482,,Science fi,The forever man,0.304233537
230,1957,"Dick, Philip K,",1928,1957,20270,,scifi,1957,m,chirandom | teamblack | chiscifi,New York A,,us,,1962.373212,,Science fi,Eye in the sky,0.302237597
918,1868,"Knight, Legh.",,1868,uiuo.ark+=13960=t58d0ds3h,v.1,non_genre,1868,m,teamred | random,London;Cha,,uk,56003792,1873.352548,8723823,,Tonic bitters,0.300875074
958,1907,"Futrelle, Jacques,",1875,1907,wu.89004395398,,crime,1907,m,teamred | det100 | stew,London;Cha,,us,32345395,1912.323166,11985887,,The thinking machine,0.298937696
201,1951,"Wylie, Philip,",1902,1951,20041,,scifi,1951,m,teamred | chiscifi | stew,New York R,,us,,1956.305195,,Science fi,The disappearance,0.297752757
94,1950,"Asimov, Isaac,",1920,1950,10970,,scifi,1950,m,teamblack | chiscifi | stew,Garden Cit,,us,,1955.29919,,Science fi,I: robot,0.29735683
56,1942,"Merritt, Abraham,",1884,1942,10679,,multi,1942,m,teamred | chimyst | chiscifi | stew,New York; ,,us,,1947.224725,,Science fi,Burn: witch: burn!,0.292446805
637,1833,"Hall, James,",1793,1833,njp.32101067634046,,non_genre,1833,m,teamred | random,Philadelph,PZ3.H145S,us,10879910,1838.172188,8961437,,The soldier's bride and o,0.288982656
917,1818,"Austen, Jane,",1775,1818,uiuo.ark+=13960=t4km00443,v. 3,gothic,1818,f,teamred | lochorror | stew,London;Joh,PR4034.N7 1818,uk,2026857,1823.106454,8721875,Rejection ,Northanger Abbey,0.284648285
408,1985,"Collins, Max Allan,",1968,1985,22325,,crime,1985,m,chirandom | teamred | chimyst,New York W,,us,,1990.042332,,Mallory (F,A shroud for Aquarius,0.280420278
575,1860,"Collins, Wilkie,",1824,1906,mdp.39015038723360,,multi,1860,m,teamred | sensation | pbgothic | stew,New York;T,PZ3.C697Wo 10,uk,2673386,1865.029313,122875,,The woman in white,0.279561855
341,1976,"Niven, Larry,",1938,1976,21351,,scifi,1976,m,teamblack | chiscifi,New York H,,us,,1981.027645,,Science fi,A world out of time,0.279451876
552,1846,"Sewell, Elizabeth Missing",1815,1846,mdp.39015006997806,v.2,non_genre,1846,f,teamred | random,London;Pri,,uk,22465631,1850.990883,780065,,Gertrude,0.277027902
229,1956,"MacDonald, John D.",1916,1956,20240,,non_genre,1956,m,chirandom | teamblack, Greenwich,,us,,1960.974652,,Novels,You live once,0.275957639
700,1832,"Disraeli, Benjamin,",1804,1832,nyp.33433074937446,v. 2,non_genre,1832,m,teamred | random,New York;H,,uk,13242846,1836.811636,8664338,English fi,Contarini Fleming;,0.265208825
293,1968,"Oates, Joyce Carol,",1938,1968,20791,,gothic,1968,f,teamred | pbgothic | chihorror,New York V,,us,,1972.758398,,Suburban l,Expensive people,0.261698466
236,1959,"Gantz, Kenneth Franklin,",1905,1959,20370,,scifi,1959,m,teamred | chiscifi,Garden Cit,,us,,1963.686053,,Science fi,Not in solitude,0.256928203
404,1984,"Gibson, William",1948,1984,22193,,multi,1984,m,teamred | pbgothic | chiscifi | stew,New York: ,,us,,1988.63342,,Informatio,Neuromancer,0.253457769
780,1886,"Verne, Jules,",1828,1887,uc1.b117774,,scifi,1886,m,teamred | anatscifi | locscifi,London;S. ,,fr,18939696,1890.587283,6610336,,The clipper of the clouds,0.250415612
300,1969,"Nielsen, Helen,",1918,1969,20839,,crime,1969,f,teamred | chimyst | stew,New York M,,us,,1973.53582,,Mystery fi,Darkest hour,0.247022247
180,1945,"Orwell, George,",1903,1945,11782,,scifi,1945,m,chiutopia | teamblack,London Sec,,uk,,1949.528311,,Satires;Po,Animal farm,0.246527165
611,1900,"Chapman, Allen.",,1900,mdp.39076002720709,,crime,1900,m,teamblack | locdetmyst | stew,New York;C,,,213054717,1904.508411,9930755,Orphans;De,"Boys of Spring Hill, or, ",0.245214962
757,1918,"Hunt, Edward Eyre,",1885,1918,nyp.33433082485636,,non_genre,1918,m,teamred | random,Garden Cit,D541.H8,us,8175832,1922.507305,7661558,"World War,",Tales from a famished lan,0.245142072
35,1931,"Taylor, Phoebe Atwood",1909,1931,10365,,crime,1931,f,det100 | teamblack,New York: ,,us,,1935.49733,,Massachuse,The Cape Cod mystery,0.244484311
676,1898,"Kipling, Rudyard,",1865,1908,nyp.33433074866413,,non_genre,1898,m,teamred | random,New York;D,,uk,37256980,1902.492885,8669074,,The day's work,0.244191243
155,1935,"Marsh, Ngaio,",1895,1935,11468,,crime,1935,f,chirandom | teamblack | chimyst | cozy,Boston itt,,nz,,1939.469899,,"Alleyn, Ro",The nursing home murder,0.242675641
516,1888,"Bellamy, Edward,",1850,1888,dul1.ark+=13960=t66401k8k,,scifi,1888,m,teamred | anatscifi | locscifi | stew,Boston;Tic,HX811 1887.B2,us,5934716,1892.458242,5082161,Social pro,"Looking backward, 2000-18",0.241906964
2,1929,"Burnett, W. R.",1899,1929,10065,,crime,1929,m,teamred | chimyst,New York L,,us,,1933.44438,,Mystery an,Little Caesar,0.240992962
618,1892,"Bierce, Ambrose,",1842,1898,njp.32101013566920,,gothic,1892,m,teamblack | pbgothic | stew,New York a,PZ3.B479I,us,1928290,1896.420687,8884012,,In the midst of life;,0.239430676
364,1978,"Mcdonald, Gregory,",1937,1978,21560,,crime,1978,m,teamred | chimyst,New York A,,us,,1982.342091,,Private in,Fletch's fortune,0.23424832
256,1962,"Stout, Rex,",1886,1962,20526,,crime,1962,m,chirandom | teamblack | chimyst,New York V,,us,,1966.34095,,New York (,Gambit,0.234173079
31,1931,"Merritt, Abraham,",1884,1931,10357,,scifi,1931,m,chifantasy | teamblack | chiscifi,New York H,,us,,1935.32747,,Science fi,The face in the abyss,0.233284224
138,1930,"Sayers, Dorothy L.",1893,1930,11302,,crime,1930,f,teamblack | chimyst | cozy,New York B,,uk,,1934.323052,,England;Wi,Strong poison,0.232992939
70,1946,"Cummings, Ray,",1887,1946,10808,,scifi,1946,m,teamblack | chiscifi,London Ger,,us,,1950.318474,,Science fi,The shadow girl,0.23269105
627,1796,"Roche, Regina Maria,",1764,1828,njp.32101062743727,v.3,gothic,1796,f,teamblack | pbgothic,Exeter [N.,,ir,13635486,1800.300668,9042425,,The children of the abbey,0.231516992
591,1894,"Scott, Hugh Stowell,",1862,1894,mdp.39015063949229, ,non_genre,1894,m,teamblack | random,New York;L,PZ3.S426W,uk,5698165,1898.298846,779609,,With edged tools;,0.231396814
660,1850,"Myers, P. Hamilton",1812,1850,nyp.33433022846707,,non_genre,1850,m,teamblack | random,New York;P,,us,10334594,1854.276885,7923007,,The King of the Hurons,0.229948806
725,1894,"Pemberton, Max,",1863,1894,nyp.33433075765705,,crime,1894,m,det100 | teamblack,London;War,,uk,3124458,1898.261856,8667110,Fiction;Je,Jewel mysteries I have kn,0.228957796
547,1870,"Verne, Jules,",1828,1873,mdp.39015004307362,,scifi,1870,m,teamred | anatscifi,Boston;G. ,,fr,4633573,1874.259756,1802393,,Twenty thousand leagues u,0.228819371
55,1942,"Gardner, Erle Stanley,",1889,1942,10665,,crime,1942,m,teamred | det100 | chimyst,New York D,,us,,1946.161342,,Mystery fi,The case of the empty tin,0.222330185
18,1927,"Keeler, Harry Stephen,",1890,1927,10272,,crime,1927,m,teamred | chimyst,New York E,,us,,1931.152433,,Newspaper ,Find the clock,0.221742746
394,1982,"Lorrah, Jean,",1938,1982,21981,,scifi,1982,f,teamblack | chiscifi | stew,Garden Cit,,us,,1986.013306,,Science fi,Channel's destiny,0.212569102
538,1885,"Pater, Walter,",1839,1885,mdp.39015000541717,v.2,non_genre,1885,m,teamred | random,London;Mac,,uk,1099692,1888.980584,1910607,,Marius the Epicurean,0.21041154
276,1966,"Capps, Benjamin,",1922,1966,20677,,non_genre,1966,m,chirandom | teamred,New York D,,us,,1969.958173,,Comanche I,A woman of the people,0.20893378
6,1931,"Merritt, Abraham,",1884,1931,10096,,scifi,1931,m,teamred | chiscifi,New York A,,us,,1934.912196,,Science fi,Face in the abyss,0.205902162
387,1981,"Niven, Larry,",1938,1981,21877,,scifi,1981,m,teamred | chiscifi | stew,New York T,,us,,1984.879575,,Science fi,Oath of fealty,0.203751231
794,1883,"Du Boisgobey, FortunÃ©,",1821,1887,uc1.b318291,,crime,1883,m,det100 | teamblack,London;Viz,,fr,7393828,1886.874797,6545031,,The detective's eye ;,0.203436173
283,1966,"Westlake, Donald E,",1933,1966,20720,,crime,1966,m,teamred | chimyst | stew,New York R,,us,,1969.84555,,Drug traff,The busy body,0.201507751
828,1895,"Besant, Walter,",,1895,uc2.ark+=13960=t17m0b23x,,scifi,1895,m,teamred | locscifi | stew,London;Cha,,,3552190,1898.679026,7685922,Moral and ,Beyond the dreams of avar,0.190527576
727,1826,"Wilkins, George,",1785,1826,nyp.33433075768253,,non_genre,1826,m,teamblack | random,London;Lon,,uk,13354135,1829.674921,8667986,English fi,The convert,0.190256915
868,1911,"Cowan, James,",1870,1911,uc2.ark+=13960=t5v69m62h,,non_genre,1911,m,teamred | random,London [et,,nz,8594300,1914.668873,6750666,b. 1837;Be,The adventures of Kimble ,0.189858105
233,1958,"MacInnes, Helen,",1907,1958,20335,,non_genre,1958,f,chirandom | teamblack,New York H,,us,,1961.639859,,Italy;Larg,North from Rome,0.187945056
194,1950,"Symons, Julian,",1912,1950,11928,,crime,1950,m,teamred | chimyst,New York H,,uk,,1953.636248,,Advertisin,The 31st of February,0.187706915
193,1950,"Stapledon, Olaf,",1886,1950,11927,,scifi,1950,m,teamred | chiscifi,London Met,,uk,,1953.633319,,Science fi,A man divided,0.187513775
532,1910,"Wharton, Edith,",1862,1910,inu.30000011752437,,gothic,1910,f,teamred | pbgothic,London;Mac,,us,3304072,1913.628339,6058720,,Tales of men and ghosts,0.187185438
836,1914,"Vance, Louis Joseph,",1879,1914,uc2.ark+=13960=t1zc7v45r,,crime,1914,m,det100 | teamblack,New York;A,,us,6056454,1917.610715,7676125,,The lone wolf,0.186023363
501,1908,"Moore, Frank Frankfort,",1855,1908,coo.31924013525971,,non_genre,1908,m,teamred | random,Leipzig;B.,,ir,63964163,1911.600345,11250402,,An amateur adventuress,0.185339592
698,1847,"BrontÃ«, Emily,",1818,1848,nyp.33433074931118,,gothic,1847,f,teamred | pbgothic | stew,New York;H,,uk,7611990,1850.584281,420967,,Wuthering Heights,0.184280384
352,1977,"Michaels, Fern,",,1977,21453,,non_genre,1977,f,chirandom | teamblack,New York B,,us,,1980.452132,,Romance fi,Captive passions,0.175566816
163,1938,"Connington, J. J.",1880,1938,11564,,crime,1938,m,teamblack | chimyst | stew,Boston Lit,,uk,,1941.442366,,Mystery fi,Murder will speak,0.174922849
921,1803,"Cuthbertson, Catherine.",1780,1803,uiuo.ark+=13960=t6xw4rw1j,v.2,gothic,1803,f,teamblack | stangothic,London;Printed for G. and J. Robinson;1803.,,uk,6715920,1806.425309,8690976,English fiction,Romance of the Pyrenees,0.173798166
641,1892,"Bradshaw, William R.",1851,1892,njp.32101068138443,,scifi,1892,m,teamblack | locscifi,New York;J,,us,2110206,1895.381946,8967329,Science fi,The goddess of Atvatabar,0.170938932
249,1961,"Stout, Rex,",1886,1961,20474,,crime,1961,m,chirandom | teamblack | chimyst,New York V,,us,,1964.380181,,Mystery fi,The final deduction,0.170822598
851,1909,"Newbolt, Henry John,",1862,1909,uc2.ark+=13960=t40r9p16h,,non_genre,1909,m,teamblack | random,Edinburgh;,,uk,3667675,1912.361092,242133,History;Fi,The new June,0.169563928
895,1813,"Parker, Emma.",,1813,uiuo.ark+=13960=t09w1328x,v.1,non_genre,1813,f,teamblack | random,London;Printed for B. and R. Crosby;1823.,,uk,495994369,1816.344722,8718188,,Aretas,0.168484523
519,1895,"Wells, H. G.",1866,1895,dul1.ark+=13960=t98637h6g,,scifi,1895,m,teamred | anatscifi | locscifi | stew,New York;H,PZ3.W465Ti,uk,1162397,1898.319497,10944701,,The time machine;,0.166821262
925,1858,"Manning, Anne,",1807,1858,uiuo.ark+=13960=t7pn9mm7s,v.2,non_genre,1858,f,teamblack | random,London;Ric,,uk,1451923,1861.311793,8720842,,The ladies of Bever Hollo,0.166313242
922,1818,"Austen, Jane,",1775,1818,uiuo.ark+=13960=t6zw24n6x,v. 2,gothic,1818,f,teamred | lochorror,London;Joh,PR4034.N7 1818,uk,2026857,1821.244389,8721875,Rejection ,Northanger Abbey,0.161868837
430,1987,"Ray, Robert J. 1935-  (Ro",,1987,22766,,crime,1987,m,teamblack | chimyst | stew,New York S,,us,,1990.237022,,United Sta,Murdock for hire,0.161383084
623,1832,"Lytton, Edward Bulwer Lyt",1803,1881,njp.32101032308387,,crime,1832,m,teamred | newgate,Philadelph,,uk,8909779,1835.216796,8888080,,Eugene Aram,0.160049417
539,1838,"Dickens, Charles,",1812,1867,mdp.39015000551799,,gothic,1838,m,teamred | pbgothic | stew,New York;H,PZ3.D55O115,uk,13280368,1841.119709,540236,,Oliver Twist,0.153647781
386,1981,"Niven, Larry,",1938,1981,21876,,scifi,1981,m,teamblack | chiscifi,New York; ,,us,,1984.092861,,Science fi,Dream Park,0.151877476
245,1960,"Sigal, Clancy,",1926,1960,20428,,non_genre,1960,m,chirandom | teamblack,Boston Hou,,us,,1963.033666,,England --,Weekend in Dinlock,0.147974345
58,1942,"Rinehart, Mary Roberts,",1876,1942,10690,,crime,1942,f,chirandom | teamred | chimyst,New York P,,us,,1945.033148,,Mystery fi,The door,0.147940152
373,1979,"Gordon, Noah,",1926,1979,21620,,non_genre,1979,m,chirandom | teamred,New York Random House 1979,,us,,1982.019766,591,Diamonds,The Jerusalem diamond,0.147057812
356,1978,"Adler, Warren,",1927,1978,21488,,non_genre,1978,m,chirandom | teamblack,New York P,,us,,1981.008656,,,The Casanova embrace,0.14632524
948,1893,"Bierce, Ambrose,",1842,1903,uva.x000885514,,gothic,1893,m,teamblack | pbgothic,Washington,PZ3.B479C2,us,3265761,1895.921945,9789429,,Can such things be?,0.140607708
554,1877,"Cobbe, Frances Power,",1822,1877,mdp.39015010330341,,scifi,1877,f,teamred | femscifi | stew,London;War,,ir,35955358,1879.916117,1986831,,The age of science,0.140223428
578,1913,"Sinclair, May.",1863,1913,mdp.39015048759016,,non_genre,1913,f,teamred | random,New York;L,PR6037.I73C6,uk,2273628,1915.897085,1185742,,The combined maze,0.138968568
577,1904,"Hope, Laura Lee.",,1904,mdp.39015039487205,,crime,1904,f,teamred | locdetmyst | juvenile | drop,New York;G,,,2576341,1906.890464,1416899,Bobbsey Tw,The Bobbsey twins;,0.138531985
840,1888,"Gibbon, Charles,",1843,1888,uc2.ark+=13960=t2h70dt42,v.1,crime,1888,m,teamred | locdetmyst,London;Sam,,,13324493,1890.865482,7688203,Fiction;De,Beyond compare,0.136884715
500,1885,"Haggard, H. Rider",1856,1912,coo.31924013476498,,gothic,1885,m,teamred | pbgothic,London;New,,uk,63963369,1887.845761,11405492,,King Solomon's mines,0.135584353
322,1959,"Himes, Chester B.",1909,1973,21104,,crime,1959,m,chirandom | hardboiled | chimyst | teamred," Chatham, ",,us,,1961.816945,,,The crazy kill,0.133684297
667,1880,"Cowan, Frank,",1844,1880,nyp.33433074818778,,scifi,1880,m,teamblack | locscifi,Greensburg,,us,10311195,1882.758115,8658697,Science fi,Revi-Lona,0.129805266
362,1978,"King, Stephen,",1947,1978,21542,,gothic,1978,m,teamred | chihorror | stew,Garden Cit,,us,,1980.716684,,Biological,The stand,0.127073416
79,1947,"Heinlein, Robert A.",,1947,10853,,scifi,1947,m,chirandom | teamred | chiscifi,New York; ,,us,,1949.710388,,Science fi,Rocket ship Galileo,0.126658266
29,1931,"Hill, Grace Livingston,",1865,1931,10353,,non_genre,1931,f,chirandom | teamred,New York G,,us,,1933.686761,,Family-own,The chance of a lifetime,0.125100378
505,1807,"Bayfield, E. G.,",,1807,dul1.ark+=13960=t0tq6sw6t,v.2,non_genre,1807,f,teamred | random,"London;Printed by J.G. Barnard, for B. Crosby;1807.",,uk,13307942,1809.685722,10944112,,A winter in Bath,0.125031861
801,1840,"Hook, Theodore Edward,",1788,1840,uc1.b3326097,,non_genre,1840,m,teamred | random,Paris;Baud,,uk,3945332,1842.673483,7922865,,"Cousin Geoffrey, the old ",0.124224854
743,1922,"Jewell, Edward Alden,",1888,1922,nyp.33433076072051,,non_genre,1922,m,teamblack | random,New York;A,PZ3.J547Mo,us,9369637,1924.610213,7663321,,The moth decides,0.120052983
216,1954,"Foote, Shelby,",1916,1954,20136,,non_genre,1954,m,chirandom | teamred,New York Dial Press 1954,,us,,1956.600703,129,Mississippi,Jordan County,0.119425907
462,1920,"Lindsay, Vachel,",1879,1920,4458,,scifi,1920,m,chiutopia | teamblack,New York M,,us,,1922.569632,,Springfiel,The golden book of Spring,0.117377212
92,1949,"Stout, Rex,",1886,1949,10962,,crime,1949,m,teamred | det100 | chimyst,New York V,,us,,1951.564256,,New York (,The second confession,0.11702267
510,1807,"Bayfield, E. G.,",,1807,dul1.ark+=13960=t3dz14r97,v.1,non_genre,1807,f,teamred | random,"London;Printed by J.G. Barnard, for B. Crosby;1807.",,uk,13307942,1809.5433,10944112,,A winter in Bath,0.115640941
897,1876,"Robinson, Frederick Willi",1830,1876,uiuo.ark+=13960=t0ft97228,v.1,non_genre,1876,m,teamred | random,London;Hur,,uk,57461836,1878.507531,8718218,,As long as she lived,0.113282423
529,1872,"Le Fanu, Joseph Sheridan,",1814,1886,inu.30000007695723,,gothic,1872,m,teamblack | pbgothic | stew,London;R. ,PZ3.L518I,ir,5237816,1874.498374,6059136,,In a glass darkly,0.112678625
173,1942,"Christie, Agatha,",1890,1942,11703,,crime,1942,f,chirandom | teamblack | chimyst | stew,London Pub,,uk,,1944.451402,,,Five little pigs,0.109581387
297,1969,"Dick, Philip K,",1928,1969,20821,,scifi,1969,m,teamred | chiscifi,New York B,,us,,1971.445132,,Science fi,Galactic pot-healer,0.10916799
337,1976,"Farris, John,",,1976,21318,,gothic,1976,m,teamblack | chihorror | stew,Chicago Pl,,us,,1978.4318,,Psychics -,The fury,0.108288898
11,1950,"Castor, Henry,",1909,1950,10202,,non_genre,1950,m,chirandom | teamred,Garden Cit,,us,,1952.422416,,Spanish-Am,The year of the Spaniard,0.10767014
753,1847,"Arthur, T. S.",1809,1847,nyp.33433082170576,,non_genre,1847,m,teamred | random,Philadelph,,us,11601574,1849.394014,6155929,,Lovers and husbands,0.105797411
870,1853,"Lytton, Edward Bulwer Lyt",1803,1853,uc2.ark+=13960=t6154fk9b,v.4,non_genre,1853,m,teamred | random,Edinburgh;,PZ3.L998My,uk,1855837,1855.392135,7665257,,"""My novel,""",0.1056735
883,1913,"Reeve, Arthur B.",1880,1913,uc2.ark+=13960=t8z89353s,,crime,1913,m,teamred | det100,New York;H,,us,2338963,1915.388003,7670869,,"Constance Dunlap, woman d",0.105401083
832,1833,"Lytton, Edward Bulwer Lyt",1803,1880,uc2.ark+=13960=t1mg7hw3f,,gothic,1833,m,teamblack | pbgothic,London;New,PZ3.L998G6,uk,3727345,1835.303304,7648454,,Godolphin,0.09981622
244,1960,"Sheckley, Robert,",1928,1960,20427,,scifi,1960,m,teamblack | chiscifi,New York B,,us,,1962.291883,,Science fi,Store of infinity,0.099063148
165,1938,"Priestley, J. B.",1894,1938,11584,,scifi,1938,m,teamred | chiscifi,London Wil,,uk,,1940.249529,,Science fi,The doomsday men,0.096270471
712,1777,Henrietta.,,1777,nyp.33433074955331,v. 2,non_genre,1777,f,teamblack | random,London;Pri,,uk,16105885,1779.233281,8663523,English fi,Letters from Henrietta to,0.095199116
