index,author,viaf_author_uri,title,date,gutenberg_id,genre,source,wc1,wc2,underwood_id,underwood_filename
232,"Jephson, Robert, 1736-1803",http://viaf.org/viaf/59440783,THE CONFESSIONS OF JAMES BAPTISTE COUTEAU CITIZEN OF FRANCE WRITTEN BY HIMSELF: AND TRANSLATED FROM THE ORIGINAL FRENCH By ROBERT JEPHSON Esq. ILLUSTRATED WITH NINE ENGRAVINGS.,1794,,fic,ecc,27735,26003,JephRCJ,K103123.001.txt
233,"Godwin, William",http://viaf.org/viaf/68929729,Things as they are,1794,,fic,ncf,132862,130989,GodwWTA,nofile
234,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,THE ADVENTURES OF HUGH TREVOR.,1794,,fic,ecc,30876,29046,HolcTAH6,K057530.006.txt
235,"Radcliffe, Ann Ward, 1764-1823",http://viaf.org/viaf/64010774,THE MYSTERIES OF UDOLPHO A ROMANCE; INTERSPERSED WITH SOME PIECES OF POETRY.,1794,,fic,ecc,70689,67547,RadcAMU,K053903.001.txt
236,"Cumberland, Richard, 1732-1811",http://viaf.org/viaf/76451457,HENRY; IN FOUR VOLUMES.,1795,,fic,ecc,66028,62389,CumbRHI,K092252.001.txt
237,"Cumberland, Richard, 1732-1811",http://viaf.org/viaf/76451457,HENRY; IN FOUR VOLUMES.,1795,,fic,ecc,63759,60538,CumbRHI3,K092252.003.txt
238,"Cumberland, Richard, 1732-1811",http://viaf.org/viaf/76451457,HENRY; IN FOUR VOLUMES.,1795,,fic,ecc,68509,64893,CumbRHI2,K092252.002.txt
239,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,Cheap Repository.,1795,,fic,ecc,24380,23421,MoreHCR24,K008784.000.txt
240,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY.,1795,,fic,ecc,5861,5518,MoreHCR42,K118525.000.txt
241,"Cumberland, Richard, 1732-1811",http://viaf.org/viaf/76451457,HENRY; IN FOUR VOLUMES.,1795,,fic,ecc,61930,58932,CumbRHI4,K092252.004.txt
242,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY. BETTY BROWN THE St. GILES'S ORANGE GIRL: WITH Some Account of Mrs. SPONGE the Money-lender.,1795,,fic,ecc,4210,4020,MoreHCR26,K030629.000.txt
243,"Fenwick, E.",http://viaf.org/viaf/72904482,Secresy,1795,,fic,ncf,102924,99793,FenwES,nofile
244,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY: THE Shepherd of Salisbury-Plain. PART I.,1795,,fic,ecc,5108,4761,MoreHCR14,K044918.000.txt
245,"Gilpin, William, 1724-1804",http://viaf.org/viaf/12426539,"CHEAP REPOSITORY. LIFE of WILLIAM BAKER, WITH HIS Funeral Sermon, By the Rev. Mr. GILPIN.",1795,,fic,ecc,7178,6844,GilpWCR,K040623.000.txt
246,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,"CHEAP REPOSITORY: THE HISTORY OF TOM WHITE, THE POSTILION.",1795,,fic,ecc,5227,4940,MoreHCR10,K037936.000.txt
247,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY. THE HISTORY OF HESTER WILMOT: OR THE NEW GOWN. PART. II. Being a Continuation of the SUNDAY SCHOOL.,1796,,fic,ecc,4839,4606,MoreHCR41,K117762.000.txt
248,"Hays, Mary",http://viaf.org/viaf/29629662,Memoirs of Emma Courtney,1796,,fic,ncf,65119,64326,HaysMME,nofile
249,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,Cheap Repository. The Sunday School.,1796,,fic,ecc,4515,4288,MoreHCR37,K045439.000.txt
250,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY. TAWNY RACHEL OR The FORTUNE TELLER; With some Account of Dreams Omens and Conjurers.,1796,,fic,ecc,4253,4038,MoreHCR16,K046060.000.txt
251,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY. SUNDAY READING. THE PILGRIMS. AN ALLEGORY.,1796,,fic,ecc,4569,4179,MoreHCR34,K045428.000.txt
252,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY. Sunday Reading. THE HISTORY OF THE TWO WEALTHY FARMERS. PART IV.,1796,,fic,ecc,3704,3445,MoreHCR33,K045423.000.txt
253,,,DILIGENCE and DISSIPATION: OR THE PROGRESS OF A Modest Girl and a Wanton EXEMPLIFIED IN TEN DIFFERENT STAGES OF THEIR LIVES: BEING AN ATTEMPT TO EXHIBIT THE NATURAL CONSEQUENCES WHICH ATTEND ON GOOD AND ON BAD CONDUCT.,1796,,fic,ecc,7216,6965,Anon96DD,K120989.000.txt
254,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY: SUNDAY READING. ON CARRYING RELIGION INTO THE Common Business of Life.,1796,,fic,ecc,4163,3799,MoreHCR15,K045394.000.txt
255,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY.,1796,,fic,ecc,4445,4235,MoreHCR21,K118458.000.txt
256,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY. JACK BROWN in Prison; OR The PITCHER never goes so often to the Well but it is broke at last. Being the FOURTH PART of the HISTORY of the TWO SHOEMAKERS.,1796,,fic,ecc,5518,5275,MoreHCR27,K033556.000.txt
257,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY. BLACK GILES the Poacher. WITH THE History of Widow Brown's Apple-Tree. PART II.,1796,,fic,ecc,4789,4586,MoreHCR40,K117757.000.txt
258,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY. BLACK GILES the Poacher; With some Account of a Family who had rather live by their Wits that their Work.,1796,,fic,ecc,4156,3923,MoreHCR25,K009548.000.txt
259,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,"CHEAP REPOSITORY. SUNDAY READING. The Servant Man turned Soldier; OR, The Fair Weather Christian",1796,,fic,ecc,3937,3553,MoreHCR35,K045429.000.txt
260,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY.,1796,,fic,ecc,6509,6129,MoreHCR30,K037858.000.txt
261,"Lewis, M. G. (Matthew Gregory), 1775-1818",,THE MONK: A ROMANCE.,1796,,fic,ecc,47423,45225,LewiMMR2,K105233.002.txt
262,"Lewis, M. G. (Matthew Gregory), 1775-1818",,THE MONK: A ROMANCE.,1796,,fic,ecc,38092,36111,LewiMMR,K105233.001.txt
263,"Lewis, M. G. (Matthew Gregory), 1775-1818",,THE MONK: A ROMANCE.,1796,,fic,ecc,51797,49753,LewiMMR3,K105233.003.txt
264,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY.,1796,,fic,ecc,5880,5579,MoreHCR29,K037835.000.txt
265,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY. THE HISTORY OF CHARLES JONES The FOOTMAN. WRITTEN by HIMSELF.,1796,,fic,ecc,5274,4920,MoreHCR28,K037818.000.txt
266,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,"CHEAP REPOSITORY. SUNDAY READING. THE Strait Gate and the Broad Way, Being the SECOND PART of the VALLEY of TEARS.",1796,,fic,ecc,4095,3941,MoreHCR36,K045433.000.txt
267,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY.,1796,,fic,ecc,4598,4381,MoreHCR3,K031002.000.txt
268,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,"CHEAP REPOSITORY: THE WAY TO PLENTY; OR, THE SECOND PART of TOM WHITE.",1796,,fic,ecc,6812,6380,MoreHCR39,K104598.000.txt
269,"Inchbald, Mrs., 1753-1821",http://viaf.org/viaf/59084053,NATURE AND ART.,1796,,fic,ecc,45789,44146,InchMNA,K030155.000.txt
270,"Bage, Robert",http://viaf.org/viaf/29529511,Hermsprong,1796,,fic,ncf,104739,100945,BageRH,nofile
271,"Burney, Fanny",http://viaf.org/viaf/95297439,Camilla,1796,,fic,ncf,360966,351093,BurnFC,nofile
272,"Pratt, Mr. (Samuel Jackson), 1749-1814",,FAMILY SECRETS LITERARY AND DOMESTICK.,1797,,fic,ecc,122708,117440,PratMFS4,K069956.005.txt
273,"Radcliffe, Ann Ward, 1764-1823",http://viaf.org/viaf/64010774,THE ITALIAN OR THE CONFESSIONAL of the BLACK PENITENTS. A ROMANCE.,1797,,fic,ecc,53967,51479,RadcAIO,K053904.002.txt
274,"Pratt, Mr. (Samuel Jackson), 1749-1814",,FAMILY SECRETS LITERARY AND DOMESTIC. BY MR. PRATT. IN FIVE VOLUMES. VOL. I.,1797,,fic,ecc,82292,78624,PratMFS,K069956.001.txt
275,"Pratt, Mr. (Samuel Jackson), 1749-1814",,FAMILY SECRETS LITERARY AND DOMESTICK.,1797,,fic,ecc,75323,71938,PratMFS3,K069956.003.txt
276,"Disraeli, Isaac, 1766-1848",http://viaf.org/viaf/37165645,VAURIEN: OR SKETCHES OF THE TIMES: EXHIBITING VIEWS OF THE PHILOSOPHIES RELIGIONS POLITICS LITERATURE AND MANNERS OF THE AGE.,1797,,fic,ecc,46306,43358,DisrIVO,K064631.002.txt
277,"Lennox, Charlotte, ca. 1729-1804",http://viaf.org/viaf/100288562,THE HISTORY OF SIR GEORGE WARRINGTON; OR THE POLITICAL QUIXOTE.,1797,,fic,ecc,18415,17687,LennCHS3,K127477.003.txt
278,"Lennox, Charlotte, ca. 1729-1804",http://viaf.org/viaf/100288562,THE HISTORY OF SIR GEORGE WARRINGTON; OR THE POLITICAL QUIXOTE.,1797,,fic,ecc,22291,21292,LennCHS2,K127477.002.txt
279,"Lennox, Charlotte, ca. 1729-1804",http://viaf.org/viaf/100288562,THE HISTORY OF SIR GEORGE WARRINGTON; OR THE POLITICAL QUIXOTE.,1797,,fic,ecc,21237,20280,LennCHS,K127477.001.txt
280,"Pratt, Mr. (Samuel Jackson), 1749-1814",,FAMILY SECRETS LITERARY AND DOMESTICK.,1797,,fic,ecc,71460,68413,PratMFS2,K069956.002.txt
281,"Robinson, Mary",http://viaf.org/viaf/9888105,Walsingham,1797,,fic,ncf,195630,190851,RobiMW,nofile
282,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,"CHEAP REPOSITORY: THE HISTORY OF MR. FANTOM, THE New fashioned PHILOSOPHER and his Man WILLIAM.",1797,,fic,ecc,6758,6253,MoreHCR9,K037864.000.txt
283,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY.,1797,,fic,ecc,4610,4397,MoreHCR6,K036542.000.txt
284,"Pratt, Mr. (Samuel Jackson), 1749-1814",,PITY's GIFT: A COLLECTION OF INTERESTING TALES TO EXCITE THE COMPASSION OF YOUTH FOR THE ANIMAL CREATION.,1798,,fic,ecc,18827,18022,PratMPG,K069951.000.txt
285,"Brown, Charles Brockden, 1771-1810",http://viaf.org/viaf/49222478,WIELAND; OR THE TRANSFORMATION.,1798,,fic,ecc,82795,78275,BrowCWO,K133366.000.txt
286,"Gilpin, William, 1724-1804",http://viaf.org/viaf/12426539,MORAL CONTRASTS: OR THE POWER OF RELIGION EXEMPLIFIED UNDER DIFFERENT CHARACTERS.,1798,,fic,ecc,22030,21209,GilpWMC,K040857.000.txt
287,"Wollstonecraft, Mary",http://viaf.org/viaf/51697482,Wrongs of woman,1798,,fic,ncf,48240,47782,WollMWW,nofile
288,"Godwin, William",http://viaf.org/viaf/68929729,St. Leon,1799,,fic,ncf,185721,183795,GodwWSL,nofile
289,"Hays, Mary",http://viaf.org/viaf/29629662,Victim of prejudice,1799,,fic,ncf,48146,47608,HaysMVP,nofile
290,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,"Cheap Repository. THE TWO WEALTHY FARMERS, OR, THE HISTORY OF Mr. BRAGWELL.",1799,,fic,ecc,34448,32357,MoreHCR43,K131280.000.txt
291,"Brown, Charles Brockden, 1771-1810",http://viaf.org/viaf/49222478,ARTHUR MERVYN; OR MEMOIRS OF THE YEAR 1793.,1799,,fic,ecc,71965,67714,BrowCAM,K133067.000.txt
292,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,CHEAP REPOSITORY.,1799,,fic,ecc,4651,4386,MoreHCR,K008390.000.txt
293,"Disraeli, Isaac, 1766-1848",http://viaf.org/viaf/37165645,ROMANCES,1799,,fic,ecc,59091,55016,DisrIR,K050540.000.txt
294,"Hamilton, Elizabeth",http://viaf.org/viaf/54222268,Memoirs of Modern Philosophers (Volume 3/3),1800,,fic,19b,57850,53331,HamiEF3,HamiEF3.txt
295,"Hamilton, Elizabeth",http://viaf.org/viaf/54222268,Memoirs of Modern Philosophers (Volume 1/3),1800,,fic,19b,54090,49922,HamiEF,HamiEF.txt
296,"Edgeworth, Maria",http://viaf.org/viaf/71477273,Castle Rackrent,1800,,fic,19b,35211,34554,EdgeMCR,nofile
297,"Hamilton, Elizabeth",http://viaf.org/viaf/54222268,Memoirs of Modern Philosophers (Volume 2/3),1800,,fic,19b,64073,58705,HamiEF2,HamiEF2.txt
298,"Moore, John",http://viaf.org/viaf/51757384,Mordaunt,1800,,fic,19b,198052,194740,MoorJM,nofile
299,"Brown, Charles Brockden, 1771-1810",http://viaf.org/viaf/49222478,ORMOND; OR THE SECRET WITNESS.,1800,,fic,ecc,95417,91534,BrowCOO,K104624.000.txt
300,"Lewis, Matthew",http://viaf.org/viaf/71394067,Tales of Wonder (Volume 1/2),1801,,fic,19b,70810,64200,LewiMM,LewiMM.txt
301,"Edgeworth, Maria",http://viaf.org/viaf/71477273,Belinda,1801,,fic,19b,182720,178012,EdgeMB,nofile
302,"Lewis, Matthew",http://viaf.org/viaf/71394067,Tales of Wonder (Volume 2/2),1801,,fic,19b,37313,32831,LewiMM2,LewiMM2.txt
303,"Opie, Amelia Alderson",http://viaf.org/viaf/39410771,Adeline Mowbray,1805,,fic,19b,107537,104915,OpieAAM,nofile
304,"Godwin, William",http://viaf.org/viaf/68929729,Fleetwood,1805,,fic,19b,139058,137716,GodwWF,nofile
305,"Dacre, Charlotte",http://viaf.org/viaf/23386022,Zofloya,1806,,fic,19b,99585,97164,DacrCZ,nofile
306,"Edgeworth, Maria",http://viaf.org/viaf/71477273,Leonora (Volume 1/2),1806,,fic,19b,37020,32231,EdgeMF,EdgeMF.txt
307,"Edgeworth, Maria",http://viaf.org/viaf/71477273,Leonora (Volume 2/2),1806,,fic,19b,34042,29820,EdgeMF2,EdgeMF2.txt
308,"Maturin, Charles Robert",http://viaf.org/viaf/100248595,"Fatal revenge; or, The family of Montorio. : A romance. (Volume 2/3)",1807,,fic,19b,86533,78835,MatuCM2,MatuCM2.txt
309,"Maturin, Charles Robert",http://viaf.org/viaf/100248595,"Fatal revenge; or, The family of Montorio. : A romance. (Volume 3/3)",1807,,fic,19b,79902,72356,MatuCM3,MatuCM3.txt
310,"Maturin, Charles Robert",http://viaf.org/viaf/100248595,"Fatal revenge; or, The family of Montorio. : A romance. (Volume 1/3)",1807,,fic,19b,65009,59055,MatuCM,MatuCM.txt
311,"Morgan, Lady (Sydney)",http://viaf.org/viaf/107533016,Wild Irish girl,1807,,fic,19b,106055,103094,MorgLWI,nofile
312,"Edgeworth, Maria",http://viaf.org/viaf/71477273,Ennui,1809,,fic,19b,79036,77436,EdgeME,nofile
313,"More, Hannah",http://viaf.org/viaf/51802053,Coelebs in search of a wife,1809,,fic,19b,140192,137936,MoreHCI,nofile
314,"Shelley, Percy Bysshe",http://viaf.org/viaf/95159449,Zastrozzi,1810,,fic,ncf,30752,29710,ShelPZ,nofile
315,"Austen, Jane",http://viaf.org/viaf/102333412,Lady Susan,1810,,fic,ncf,23343,22311,AustJLS,nofile
316,"Austen, Jane",http://viaf.org/viaf/102333412,Sanditon,1810,,fic,ncf,23520,22147,AustJS,nofile
317,"Austen, Jane",http://viaf.org/viaf/102333412,The Watsons,1810,,fic,ncf,18157,17335,AustJW,nofile
318,"Porter, Jane",http://viaf.org/viaf/84690525,Scottish chiefs,1810,,fic,ncf,305987,301281,PortJSC,nofile
319,"Shelley, Percy Bysshe",http://viaf.org/viaf/95159449,St. Irvyne,1811,,fic,ncf,31589,30186,ShelPSI,nofile
320,"Brunton, Mary",http://viaf.org/viaf/34532515,Self-control,1811,,fic,ncf,184077,181800,BrunMS,nofile
321,"Austen, Jane",http://viaf.org/viaf/102333412,Sense and sensibility,1811,,fic,ncf,119654,118019,AustJSS,nofile
322,"Edgeworth, Maria",http://viaf.org/viaf/71477273,The absentee,1812,,fic,ncf,102890,99984,EdgeMA,nofile
323,"Austen, Jane",http://viaf.org/viaf/102333412,Pride and prejudice,1813,,fic,ncf,122333,119641,AustJPP,nofile
324,"Barrett, Eaton Stannard",http://viaf.org/viaf/13033207,The Heroine,1814,,fic,ncf,90682,88353,BarrEH,nofile
325,"Edgeworth, Maria",http://viaf.org/viaf/71477273,Patronage,1814,,fic,ncf,255804,250012,EdgeMP,nofile
326,"Burney, Fanny",http://viaf.org/viaf/95297439,The wanderer,1814,,fic,ncf,326627,319072,BurnFW,nofile
327,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,Waverley,1814,,fic,ncf,200336,194529,ScotWW,nofile
328,"Austen, Jane",http://viaf.org/viaf/102333412,Mansfield Park,1814,,fic,ncf,160526,158585,AustJMP,nofile
329,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,Guy Mannering,1815,,fic,ncf,174143,168621,ScotWGM,nofile
330,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,Black dwarf,1816,,fic,ncf,58115,56383,ScotWBD,nofile
331,"Austen, Jane",http://viaf.org/viaf/102333412,Emma,1816,,fic,ncf,160414,156084,AustJE,nofile
332,"Lamb, Caroline, Lady",http://viaf.org/viaf/76413276,Glenarvon,1816,,fic,ncf,151111,147355,LambCG,nofile
333,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,Antiquary,1816,,fic,19b,169390,162542,ScotWA,nofile
334,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,Old mortality,1816,,fic,ncf,140860,135876,ScotWOM,nofile
335,"Beckford, William",http://viaf.org/viaf/4926466,"Vathek, an Arabian tale",1816,,fic,ncf,45344,43102,BeckWVA,nofile
336,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,Rob Roy,1817,,fic,ncf,189622,183509,ScotWRR,nofile
337,"Porter, Anna Maria",http://viaf.org/viaf/35192440,"The knight of St. John, a romance (Vol. 2/3)",1817,,fic,19b,46548,43388,PortAKS2,PortAKS2.txt
338,"Porter, Anna Maria",http://viaf.org/viaf/35192440,"The knight of St. John, a romance (Vol. 3/3)",1817,,fic,19b,54231,50782,PortAKS3,PortAKS3.txt
339,"Edgeworth, Maria",http://viaf.org/viaf/71477273,Ormond,1817,,fic,ncf,118631,115102,EdgeMO,nofile
340,"Porter, Anna Maria",http://viaf.org/viaf/35192440,"The knight of St. John, a romance (Vol. 1/3)",1817,,fic,19b,50806,47314,PortAKS1,PortAKS1.txt
341,"Godwin, William",http://viaf.org/viaf/68929729,Mandeville : a tale of the seventeenth century (Vol. 1/3),1817,,fic,19b,50430,47216,GodwWM2,GodwWM2.txt
342,"Godwin, William",http://viaf.org/viaf/68929729,Mandeville : a tale of the seventeenth century (Vol. 2/3),1817,,fic,19b,50806,47031,GodwWM3,GodwWM3.txt
343,"Godwin, William",http://viaf.org/viaf/68929729,Mandeville : a tale of the seventeenth century (Vol. 3/3),1817,,fic,19b,59166,55114,GodwWM4,GodwWM4.txt
344,"Austen, Jane",http://viaf.org/viaf/102333412,Northanger Abbey,1818,,fic,ncf,79827,78589,AustJNA,nofile
345,"Ferrier, Susan",http://viaf.org/viaf/64052998,Marriage,1818,,fic,ncf,146699,143176,FerrSM,nofile
346,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,Heart of Mid-Lothian,1818,,fic,ncf,162196,156216,ScotWHM,nofile
347,"Peacock, Thomas Love",http://viaf.org/viaf/17239611,Nightmare Abbey,1818,,fic,ncf,27274,25675,PeacTNA,nofile
348,"Shelley, Mary Wollstonecraft",http://viaf.org/viaf/6293,Frankenstein,1818,,fic,ncf,72571,71773,ShelMF,nofile
349,"Austen, Jane",http://viaf.org/viaf/102333412,Persuasion,1818,,fic,ncf,83443,81993,AustJP,nofile
350,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,A legend of Montrose,1819,,fic,ncf,89506,86478,ScotWLM,nofile
351,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,Ivanhoe,1819,,fic,ncf,193084,188064,ScotWI,nofile
352,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,Bride of Lammermoor,1819,,fic,ncf,129312,125655,ScotWBL,nofile
353,"Polidori, John William",http://viaf.org/viaf/32079702,The vampyre : a tale,1819,,fic,19b,13012,12308,PoliJVT,PoliJVT.txt
354,"Maturin, Charles Robert",http://viaf.org/viaf/100248595,Melmoth the wanderer,1820,,fic,ncf,242317,238456,MatuCMW,nofile
355,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,The Abbot (Vol. 2/3),1820,,fic,19b,59591,55095,ScotWTA2,ScotWTA2.txt
356,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,The Abbot (Vol. 3/3),1820,,fic,19b,60993,56403,ScotWTA3,ScotWTA3.txt
357,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,The Abbot (Vol. 1/3),1820,,fic,19b,58201,54034,ScotWTA,ScotWTA.txt
358,"Galt, John",http://viaf.org/viaf/61562976,Annals of the parish,1821,,fic,ncf,66797,64818,GaltJAP,nofile
359,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,Kenilworth,1821,,fic,ncf,187978,182647,ScotWK,nofile
360,"Galt, John",http://viaf.org/viaf/61562976,The Ayrshire legatees,1821,,fic,ncf,50099,48267,GaltJAL,nofile
361,"Badcock, John",http://viaf.org/viaf/37970367,"Real Life In London, Volumes I. and II. Or, The Rambles And Adventures Of Bob Tallyho, Esq., And His Cousin, The Hon. Tom Dashall, Through The Metropolis; Exhibiting A Living Picture Of Fashionable Characters, Manners, And Amusements In High And Low Life (1821)",1821,,fic,19b,253176,237570,BadcJRL,BadcJRL.txt
362,"Egan, Pierce",http://viaf.org/viaf/71611009,"Life in London : or, The day and night scenes of Jerry Hawthorne, esq. and his elegant friend Corinthian Tom in their rambles and sprees through the metropolis",1821,,fic,19b,126935,116628,EganPLI,EganPLI.txt
363,"Irving, Washington",http://viaf.org/viaf/295999941,"Bracebridge Hall, or, The humorists : a medley (Vol. 1/2)",1822,,fic,19b,60806,56859,IrviWBH,IrviWBH.txt
364,"Galt, John",http://viaf.org/viaf/61562976,The provost,1822,,fic,ncf,55365,53442,GaltJP,nofile
365,"Irving, Washington",http://viaf.org/viaf/295999941,"Bracebridge Hall, or, The humorists : a medley (Vol. 2/2)",1822,,fic,19b,61323,57226,IrviWBH2,IrviWBH2.txt
366,"Galt, John",http://viaf.org/viaf/61562976,The spaewife; a tale of the Scottish chronicles (Vol. 2/3),1823,,fic,19b,48283,43144,GaltJST2,GaltJST2.txt
367,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,Quentin Durward,1823,,fic,ncf,195490,190327,ScotWQD,nofile
368,"Shelley, Mary Wollstonecraft",http://viaf.org/viaf/6293,Valperga,1823,,fic,ncf,157218,153039,ShelMV,nofile
369,"Galt, John",http://viaf.org/viaf/61562976,The spaewife; a tale of the Scottish chronicles (Vol. 1/3),1823,,fic,19b,46477,43111,GaltJST,GaltJST.txt
370,"Galt, John",http://viaf.org/viaf/61562976,The entail,1823,,fic,ncf,147308,140784,GaltJE,nofile
371,"Galt, John",http://viaf.org/viaf/61562976,The spaewife; a tale of the Scottish chronicles (Vol. 3/3),1823,,fic,19b,49441,44661,GaltJST3,GaltJST3.txt
372,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,St. Ronan's well,1824,,fic,ncf,176611,171475,ScotWSR,nofile
373,"Hogg, James",http://viaf.org/viaf/22151505,Confessions of a justified sinner,1824,,fic,ncf,84255,82682,HoggJCJ,nofile
374,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,Redgauntlet,1824,,fic,ncf,186137,180881,ScotWR,nofile
375,"Edgeworth, Maria",http://viaf.org/viaf/71477273,Harry and Lucy concluded : being the last part of early lessons (Vol. 1/4),1825,,fic,19b,51329,48098,EdgeMHL,EdgeMHL.txt
376,"Edgeworth, Maria",http://viaf.org/viaf/71477273,Harry and Lucy concluded : being the last part of early lessons (Vol. 2/4),1825,,fic,19b,58636,55248,EdgeMHL2,EdgeMHL2.txt
377,"Edgeworth, Maria",http://viaf.org/viaf/71477273,Harry and Lucy concluded : being the last part of early lessons (Vol. 3/4),1825,,fic,19b,56078,52677,EdgeMHL3,EdgeMHL3.txt
378,"Edgeworth, Maria",http://viaf.org/viaf/71477273,Harry and Lucy concluded : being the last part of early lessons (Vol. 4/4),1825,,fic,19b,60273,56687,EdgeMHL4,EdgeMHL4.txt
379,"Disraeli, Benjamin",http://viaf.org/viaf/49233448,Vivian Grey,1826,,fic,ncf,244636,236143,DisrBVG,nofile
380,"Shelley, Mary Wollstonecraft",http://viaf.org/viaf/6293,Last Man,1826,,fic,ncf,175417,172610,ShelMLM,nofile
381,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,"Woodstock : or, The cavalier; A tale of the year sixteen hundred and fifty-one (Vol. 1/3)",1826,,fic,19b,60887,56783,ScotWWC,ScotWWC.txt
382,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,"Woodstock : or, The cavalier; A tale of the year sixteen hundred and fifty-one (Vol. 2/3)",1826,,fic,19b,63228,58992,ScotWWC2,ScotWWC2.txt
383,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,"Woodstock : or, The cavalier; A tale of the year sixteen hundred and fifty-one (Vol. 3/3)",1826,,fic,19b,68244,63496,ScotWWC3,ScotWWC3.txt
384,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,Chronicles of the Canongate. Second series (Vol. 1/3),1828,,fic,19b,57960,54440,ScotWCC,ScotWCC.txt
385,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,Chronicles of the Canongate. Second series (Vol. 2/3),1828,,fic,19b,60650,56455,ScotWCC2,ScotWCC2.txt
386,"Lytton, Edward Bulwer Lytton",http://viaf.org/viaf/99871326,Pelham,1828,,fic,ncf,175660,170687,LyttEP,nofile
387,"Scott, Walter, Sir",http://viaf.org/viaf/95207079,Chronicles of the Canongate. Second series (Vol. 3/3),1828,,fic,19b,62124,57990,ScotWCC3,ScotWCC3.txt
388,"Shelley, Mary Wollstonecraft",http://viaf.org/viaf/6293,Fortunes of Perkin Warbeck,1830,,fic,ncf,182539,179035,ShelMFP,nofile
389,"Ferrier, Susan Edmonstone",http://viaf.org/viaf/64052998,"Destiny; or, The chief's daughter (Vol. 3/3)",1831,,fic,19b,74564,66318,FerrSDO3,FerrSDO3.txt
390,"Peacock, Thomas Love",http://viaf.org/viaf/17239611,Crotchet Castle,1831,,fic,ncf,37597,35416,PeacTCC,nofile
391,"Godwin, William",http://viaf.org/viaf/68929729,St. Leon : a tale of the sixteenth century,1831,,fic,19b,189774,176222,GodwWSL2,GodwWSL2.txt
392,"Shelley, Mary Wollstonecraft",http://viaf.org/viaf/6293,Frankenstein (revised),1831,,fic,ncf,77947,77100,ShelMFR,nofile
393,"Ferrier, Susan Edmonstone",http://viaf.org/viaf/64052998,"Destiny; or, The chief's daughter (Vol. 2/3)",1831,,fic,19b,74061,65787,FerrSDO2,FerrSDO2.txt
