index,author,viaf_author_uri,title,date,gutenberg_id,genre,source
482,"De Mille, James,",,A strange manuscript foun,1888,dul1.ark+=13960=t3zs3df24,teamblack | anatscifi | locscifi,genrescorpus
483,AnonymousGhost,,Weird tid-bits,1888,nnc1.0113307762,teamred | locghost,genrescorpus
484,"Kipling, Rudyard,",,The phantom rickshaw,1888,uc1.b4104961,teamred | pbgothic,genrescorpus
485,"Besant, Walter,",,The inner house,1888,nyp.33433074939723,teamblack | anatscifi | stew,genrescorpus
486,"Haggard, H. Rider",,Mr. Meeson's will,1888,uc2.ark+=13960=t1gh9jr4d,teamred | det100,genrescorpus
487,AnonymousGhost,,Weird tid-bits,1888,nnc1.0040976017,teamblack | locghost | stew,genrescorpus
488,"Green, Anna Katharine,",,Behind closed doors,1888,uva.x001307832,teamred | det100 | stew,genrescorpus
489,"Kipling, Rudyard,",,Plain tales from the hill,1888,nyp.33433074866686,teamblack | pbgothic | stew,genrescorpus
490,"Gibbon, Charles,",,Beyond compare,1888,uc2.ark+=13960=t2h70dt42,teamred | locdetmyst,genrescorpus
491,"Bellamy, Edward,",,"Looking backward, 2000-18",1888,dul1.ark+=13960=t66401k8k,teamred | anatscifi | locscifi | stew,genrescorpus
492,"Farjeon, B. L.",,Miser Farebrother,1888,nyp.33433075761720,teamblack | random,genrescorpus
493,"Gibbon, Charles,",,Beyond compare,1888,uc2.ark+=13960=t4cn73z09,teamblack | locdetmyst | stew,genrescorpus
494,"Goodman, E. J.",,Too curious,1888,nyp.33433074864889,teamred | supernatural | random,genrescorpus
495,AnonymousGhost,,Weird tid-bits,1888,nnc1.0111708131,teamblack | locghost | stew,genrescorpus
496,AnonymousGhost,,Weird tid-bits,1888,nnc1.0040976025,teamblack | locghost,genrescorpus
497,"Stockton, Frank Richard,",,The great war syndicate,1889,mdp.39015007007282,teamred | anatscifi,genrescorpus
498,"Twain, Mark,",,A Connecticut Yankee in K,1889,mdp.39015066036578,teamblack | anatscifi | stew,genrescorpus
499,"Lee, Vernon,",,Hauntings,1890,uc1.b3325448,teamred | pbgothic | stew,genrescorpus
500,AnonymousGhost2,,Modern ghosts;,1890,mdp.39015066083661,teamblack | locghost,genrescorpus
501,"Franzos, Karl Emil,",,Judith Trachtenberg,1890,nyp.33433075737753,teamred | random,genrescorpus
502,AnonymousGhost2,,Modern ghosts,1890,mdp.39015012876820,teamblack | locghost | stew,genrescorpus
503,"Donnelly, Ignatius,",,CÌ__sar's column,1890,nyp.33433039680552,teamred | anatscifi,genrescorpus
504,"Ward, Herbert Dickinson,",,A republic without a pres,1891,nyp.33433076056781,teamblack | locscifi | stew,genrescorpus
505,"Bierce, Ambrose,",,Tales of soldiers and civ,1891,uc1.b3578934,teamblack | pbgothic | stew,genrescorpus
506,Anonymous9,,Eleven possible cases,1891,uc1.$b382267,teamblack | locdetmyst | stew,genrescorpus
507,"Bierce, Ambrose,",,The monk and the hangman',1892,nyp.33433079897819,teamblack | random,genrescorpus
508,"Zangwill, Israel,",,The big bow mystery,1892,uc1.b4105364,teamred | det100,genrescorpus
509,"Bradshaw, William R.",,The goddess of Atvatabar,1892,njp.32101068138443,teamblack | locscifi,genrescorpus
510,"Theuriet, AndrÌ_å©,",,A young man of the period,1892,nyp.33433075843544,teamred | random,genrescorpus
511,"Bierce, Ambrose,",,In the midst of life;,1892,njp.32101013566920,teamblack | pbgothic | stew,genrescorpus
512,"Flammarion, Camille,",,Omega: the last days of t,1893,nyp.33433075827018,teamblack | anatscifi,genrescorpus
513,"Fawcett, E. Douglas",,Hartmann the anarchist,1893,nyp.33433075727168,teamblack | anatscifi,genrescorpus
514,"Griffith, George Chetwynd",,The angel of the revoluti,1893,uc2.ark+=13960=t45q4sn3p,teamblack | anatscifi,genrescorpus
515,"Bierce, Ambrose,",,Can such things be?,1893,uva.x000885514,teamblack | pbgothic,genrescorpus
516,"Morrison, Arthur,",,"Martin Hewitt, investigat",1894,uc1.b4105459,det100 | teamblack,genrescorpus
517,"Henty, G. A.",,When London burned,1894,uc2.ark+=13960=t48p64044,teamblack | random,genrescorpus
518,"Pemberton, Max,",,Jewel mysteries I have kn,1894,nyp.33433075765705,det100 | teamblack,genrescorpus
519,"Astor, John Jacob,",,A journey in other worlds,1894,nyp.33433082173273,teamblack | anatscifi | stew,genrescorpus
520,"Theuriet, AndrÌ_å©,",,The AbbÌ_å© Daniel,1894,uc2.ark+=13960=t9668pw05,teamblack | random,genrescorpus
521,"Scott, Hugh Stowell,",,With edged tools;,1894,mdp.39015063949229,teamblack | random,genrescorpus
522,"Doyle, Arthur Conan,",,Memoirs of Sherlock Holme,1894,inu.30000007703436,teamblack | locdetmyst,genrescorpus
523,"Corelli, Marie,",,The sorrows of Satan;,1895,uc1.b4104774,teamred | pbgothic,genrescorpus
524,"Besant, Walter,",,Beyond the dreams of avar,1895,uc2.ark+=13960=t17m0b23x,teamred | locscifi | stew,genrescorpus
525,"Post, Melville Davisson,",,The strange schemes of Ra,1896,mdp.39015011950766,teamred | det100,genrescorpus
526,"Merrick, Leonard,",,This stage of fools,1896,nyp.33433074897426,teamred | random,genrescorpus
527,"Palmarini, I. M.",,Shadows,1896,palmarinishadows,teamred | lockandkey,genrescorpus
528,"Morrison, Arthur,",,The Dorrington deed-box,1897,nyp.33433074915269,teamred | det100 | stew,genrescorpus
529,"Wait, Frona Eunice,",,Yermah the Dorado,1897,uc1.b3578887,teamred | femscifi,genrescorpus
530,Anonymous1,,"Seth Bond, or, A lost tre",1898,uc1.b249346,teamred | locdetmyst,genrescorpus
531,"Bangs, John Kendrick,",,Ghosts I have met and som,1898,wu.89069113231,teamred | locghost | stew,genrescorpus
532,"Le Braz, Anatole,",,Dealings with the dead;,1898,njp.32101076806486,teamblack | locghost,genrescorpus
533,"Barr, Amelia Edith Huddle",,The lost silver of Briffa,1898,uc1.b249543,teamblack | random,genrescorpus
534,"James, Henry,",,The Turn of the Screw,1898,JamesTurnOfScrew1898,teamred | pbgothic,genrescorpus
535,"Shiel, M. P.",,The yellow danger,1898,uc1.b244810,teamblack | anatscifi,genrescorpus
536,"Kipling, Rudyard,",,The day's work,1898,nyp.33433074866413,teamred | random,genrescorpus
537,"Thornton, Marcellus Eugen",,"My ""budie"" and I",1899,uva.x000676502,teamred | random,genrescorpus
538,"Green, Anna Katharine,",,Agatha Webb,1899,uc1.b4104310,det100 | teamblack,genrescorpus
539,"Hornung, E. W.",,The amateur cracksman,1899,nyp.33433074876388,teamred | det100,genrescorpus
540,"Wells, H. G.",,When the sleeper wakes,1899,dul1.ark+=13960=t80k32x0x,teamred | locscifi,genrescorpus
541,"Tarkington, Booth,",,Monsieur Beaucaire,1900,nnc1.cu01664417,teamblack | random,genrescorpus
542,"Chapman, Allen.",,"Boys of Spring Hill, or, ",1900,mdp.39076002720709,teamblack | locdetmyst | stew,genrescorpus
543,"Osborne, Duffield,",,The secret of the crater,1900,nyp.33433076024060,teamred | locscifi | stew,genrescorpus
544,"Wells, H. G.",,The first men in the moon,1901,njp.32101021206436,teamblack | anatscifi | locscifi,genrescorpus
545,"Shiel, M. P.",,The purple cloud,1901,11274,chifantasy | teamblack | chiscifi,genrescorpus
546,"Owen, Harle Oren.",,Welsh rarebit tales,1902,nyp.33433074954656,teamred | locscifi,genrescorpus
547,"Doyle, Arthur Conan,",,The return of Sherlock Ho,1903,uc2.ark+=13960=t45q4tp5h,teamblack | locdetmyst,genrescorpus
548,"Isham, Frederic Stewart,",,Under the rose,1903,njp.32101063580995,teamred | random,genrescorpus
549,"Benson, Arthur Christophe",,The hill of trouble and o,1903,inu.39000002156706,teamblack | pbgothic,genrescorpus
550,"Meyrink, Gustav,",,The Man on the Bottle,1903,meyrinkmanonthebottle,teamred | lockandkey | stew,genrescorpus
551,"Lafargue, Paul,",,The sale of an appetite,1903,mdp.39015030365178,teamblack | random,genrescorpus
552,"Harris-Burland, J. B.",,The Princess Thora,1904,nyp.33433074850870,teamred | locscifi,genrescorpus
553,"Tracy, Louis,",,The Albert Gate mystery,1904,nyp.33433075763080,det100 | teamblack,genrescorpus
554,"Wells, H. G.",,The food of the gods and ,1904,uc1.32106001959946,teamblack | anatscifi | locscifi,genrescorpus
555,"Hope, Laura Lee.",,The Bobbsey twins;,1904,mdp.39015039487205,teamred | locdetmyst | juvenile | drop,genrescorpus
556,"Baring-Gould, S.",,A book of ghosts,1904,uc1.b4103074,teamred | locghost | stew,genrescorpus
557,"Orcutt, William Dana,",,Robert Cavelier,1904,uc2.ark+=13960=t7tm74c51,teamred | random,genrescorpus
558,"Harper, Vincent.",,The mortgage on the brain,1905,nyp.33433074850961,teamblack | anatscifi | stew,genrescorpus
559,"Gibbon, Perceval,",,Salvator,1905,nyp.33433074857248,teamblack | random,genrescorpus
560,"Pain, Barry,",,The memoirs of Constantin,1905,nyp.33433081593646,det100 | teamblack | stew,genrescorpus
561,"Dunsany, Edward John More",,The gods of PegÌ_åÅna,1905,uc1.32106001980371,teamblack | pbgothic | stew,genrescorpus
562,"Ford, Douglas Morey.",,A time of terror,1906,dul1.ark+=13960=t1qf9cr59,teamblack | locscifi | stew,genrescorpus
563,"Blackwood, Algernon,",,The empty house,1906,uc1.b3578940,teamblack | pbgothic | stew,genrescorpus
564,"Chambers, Robert W.",,The tracer of lost person,1906,nyp.33433074941562,teamred | det100 | stew,genrescorpus
565,"Buckingham, Emma May.",,Modern ghost stories,1906,nyp.33433068179716,teamred | locghost | stew,genrescorpus
566,"Cullum, Ridgwell,",,The night-riders;,1906,uc1.b3324205,teamblack | random,genrescorpus
567,"Futrelle, Jacques,",,The thinking machine,1907,wu.89004395398,teamred | det100 | stew,genrescorpus
568,"Freeman, R. Austin,",,The Red Thumb Mark,1907,RedThumbMark,det100 | teamblack,genrescorpus
569,"Hope, Laura Lee.",,The Bobbsey twins at the ,1907,nyp.33433082332010,teamred | locdetmyst | juvenile | drop,genrescorpus
570,"Murfree, Mary Noailles,",,The windfall;,1907,mdp.39015063941135,teamred | random,genrescorpus
571,"Hewlett, Maurice,",,The stooping lady,1907,nyp.33433074870282,teamred | random,genrescorpus
572,"Perrin, Alice,",,The stronger claim,1908,nyp.33433075766463,teamred | random,genrescorpus
573,"Bodkin, M. McDonnell",,The quests of Paul Beck,1908,njp.32101066455278,det100 | teamblack | stew,genrescorpus
574,"Harding, Ellison.",,The woman who vowed,1908,uc2.ark+=13960=t10p0xs0f,teamblack | locscifi,genrescorpus
575,"Rinehart, Mary Roberts,",,The circular staircase,1908,uc2.ark+=13960=t3707xt9q,teamred | det100 | locdetmyst,genrescorpus
576,"Moore, Frank Frankfort,",,An amateur adventuress,1908,coo.31924013525971,teamred | random,genrescorpus
577,"Egan, Maurice Francis,",,The wiles of Sexton Magin,1909,uc2.ark+=13960=t9s17v81t,teamblack | random,genrescorpus
578,"Orczy, Emmuska Orczy,",,The man in the corner,1909,uc2.ark+=13960=t4qj79t1j,teamred | det100 | stew,genrescorpus
579,"Hawthorne, Julian,",,The lock and key library:,1909,uc2.ark+=13960=t0pr7n71q,det100 | teamblack | stew,genrescorpus
580,"Serviss, Garrett Putman,",,A Columbus of space,1909,nyp.33433075746895,teamblack | anatscifi | locscifi,genrescorpus
581,"Post, Melville Davisson,",,"Randolph Mason, corrector",1909,mdp.39015011950758,det100 | teamblack,genrescorpus
582,"Ayscough, John,",,A Roman tragedy and other,1909,uc2.ark+=13960=t7hq41f5s,teamblack | random,genrescorpus
583,"Rinehart, Mary Roberts,",,The man in lower ten,1909,uc2.ark+=13960=t83j39v3z,det100 | teamblack,genrescorpus
584,"Newbolt, Henry John,",,The new June,1909,uc2.ark+=13960=t40r9p16h,teamblack | random,genrescorpus
585,"Palmer, Frederick,",,The big fellow,1910,nyp.33433076060080,teamblack | random,genrescorpus
586,"Wharton, Edith,",,Tales of men and ghosts,1910,inu.30000011752437,teamred | pbgothic,genrescorpus
587,"Mason, A. E. W.",,At the Villa Rose,1910,mdp.39015006963881,teamred | det100,genrescorpus
588,"Eggleston, George Cary,",,Westover of Wanalah;,1910,nyp.33433074848668,teamblack | random,genrescorpus
589,"Orczy, Emmuska Orczy,",,Lady Molly of Scotland Ya,1910,njp.32101068574530,det100 | teamblack,genrescorpus
590,"Leroux, Gaston,",,The mystery of the yellow,1910,uva.x001752097,teamred | det100,genrescorpus
591,"Roe, Clifford Griffith,",,Panders and their white s,1910,nyp.33433075968796,teamred | random,genrescorpus
592,"Johnston, Mary,",,The long roll,1911,uc1.$b807274,teamblack | random,genrescorpus
593,"Wells, Carolyn,",,The gold bag,1911,nyp.33433076073786,teamred | det100 | stew,genrescorpus
594,"Reeve, Arthur B.",,The poisoned pen,1911,uc2.ark+=13960=t5j961w9x,det100 | teamblack,genrescorpus
595,"Pearson, Edmund Lester,",,The librarian at play,1911,uc2.ark+=13960=t3pv6dr2h,teamblack | random,genrescorpus
596,"Lummis, Charles Fletcher,",,The gold fish of Gran Chi,1911,uc2.ark+=13960=t3xs5jt7k,teamred | random,genrescorpus
597,"Chesterton, G. K.",,The innocence of Father B,1911,uc1.32106001930137,teamred | det100 | locdetmyst,genrescorpus
598,"Cowan, James,",,The adventures of Kimble ,1911,uc2.ark+=13960=t5v69m62h,teamred | random,genrescorpus
599,"Crawford, F. Marion",,Wandering ghosts,1911,uc1.b3578339,teamred | pbgothic | stew,genrescorpus
600,"Appleton, Victor.",,Tom Swift and his sky rac,1911,mdp.39076002194574,teamblack | locdetmyst | juvenile | drop,genrescorpus
601,"Burroughs, Edgar Rice,",,A princess of Mars,1912,uc2.ark+=13960=t2794143s,teamred | anatscifi,genrescorpus
602,"Pidgin, Charles Felton,",,The chronicles of Quincy ,1912,uc2.ark+=13960=t6zw19x28,det100 | teamblack,genrescorpus
603,"Baum, L. Frank",,Aunt Jane's nieces on vac,1912,mdp.39015074379739,teamred | locdetective | stew,genrescorpus
604,"Rose, William Ganson,",,Putting Marshville on the,1912,uc2.ark+=13960=t0xp6w75n,teamblack | random,genrescorpus
605,"Doyle, Arthur Conan,",,The lost world,1912,coo.31924051019580,teamred | anatscifi | stew,genrescorpus
606,"London, Jack,",,The scarlet plague,1912,mdp.39015001553547,teamblack | anatscifi | stew,genrescorpus
607,"Gowans, Adam L.",,Famous ghost-stories by E,1912,ien.35556027278860,teamblack | locghost,genrescorpus
608,"Ford, Ford Madox,",,Mr. Fleight,1913,uc1.b4095602,teamblack | random,genrescorpus
609,"Abbott, Eleanor Hallowell",,The white linen nurse,1913,uc1.b3123600,teamblack | random,genrescorpus
610,"Carson, James.",,The saddle boys of the Ro,1913,mdp.39015085433426,teamblack | locdetmyst | stew,genrescorpus
611,"Rinehart, Mary Roberts,",,The case of Jennie Brice,1913,nyp.33433076053762,det100 | teamblack,genrescorpus
612,"Beresford, J. D.",,Goslings,1913,mdp.39015031332862,teamred | anatscifi,genrescorpus
613,"Sinclair, May.",,The combined maze,1913,mdp.39015048759016,teamred | random,genrescorpus
614,"Aldridge, Janet.",,The Meadow-Brook girls un,1913,mdp.39076002657265,teamred | locghost,genrescorpus
615,"Green, Anna Katharine,",,"Room number 3, and other ",1913,uc2.ark+=13960=t3222sk2s,det100 | teamblack,genrescorpus
616,"Knight, Arthur Lee.",,Told in the Indian twilig,1913,inu.30000118528748,teamred | random,genrescorpus
617,"Emerson, Alice B.",,Ruth Fielding at Briarwoo,1913,mdp.39015083943665,teamblack | locdetmyst | juvenile | drop,genrescorpus
618,"Reeve, Arthur B.",,"Constance Dunlap, woman d",1913,uc2.ark+=13960=t8z89353s,teamred | det100,genrescorpus
619,"Leblanc, Maurice,",,The confessions of ArsÌ_Ìâne,1913,uva.x000429691,teamred | det100,genrescorpus
620,"Daviess, Maria Thompson.",,The tinder-box,1913,uc2.ark+=13960=t5x63bm4w,teamblack | random,genrescorpus
621,"Cullum, Ridgwell,",,The way of the strong;,1914,uva.x000315604,teamred | random,genrescorpus
622,"Bell, J. J.",,The misadventures of Jose,1914,uc2.ark+=13960=t1bk18j97,teamblack | random,genrescorpus
623,"Reeve, Arthur B.",,The dream doctor,1914,nyp.33433076047871,teamred | det100,genrescorpus
624,"Locke, William John,",,The fortunate youth,1914,nyp.33433074879481,teamblack | random,genrescorpus
625,"Bramah, Ernest,",,Max Carrados,1914,mdp.39015000613680,det100 | teamblack,genrescorpus
626,"Seymour, St. John D.",,True Irish ghost stories,1914,inu.39000005852087,teamred | locghost,genrescorpus
627,"Vance, Louis Joseph,",,The lone wolf,1914,uc2.ark+=13960=t1zc7v45r,det100 | teamblack,genrescorpus
628,"Ostrander, Isabel,",,At one-thirty,1915,nyp.33433075749287,teamred | det100 | stew,genrescorpus
629,"Bianchi, Martha Dickinson",,The Kiss of Apollo,1915,nyp.33433074841895,teamred | random,genrescorpus
630,"Cresswell, Clarice M.",,The making and breaking o,1915,nyp.33433074949615,teamred | random,genrescorpus
631,"Fowler, Ellen Thorneycrof",,Ten degrees backward,1915,nyp.33433075741243,teamred | random,genrescorpus
632,"Seaman, Augusta Huiell,",,The boarded-up house,1915,mdp.39076002286230,teamblack | locdetmyst | juvenile | drop,genrescorpus
633,"Rockwood, Roy.",,"Dave Dashaway, air champi",1915,umn.319510024638086,teamblack | locdetmyst | juvenile | drop,genrescorpus
634,"Wells, Carolyn,",,The bride of a moment,1916,nyp.33433076076144,teamred | det100,genrescorpus
635,"Winterburn, Florence Hull",,Liberty hall,1916,uc2.ark+=13960=t53f4nk4h,teamred | random,genrescorpus
636,"Sherwood, Margaret Polloc",,The worn doorstep,1916,nyp.33433076081649,teamblack | random,genrescorpus
637,"Biggers, Earl Derr,",,The agony column,1916,uc1.b3728033,det100 | teamblack | stew,genrescorpus
638,"Doyle, Arthur Conan,",,His last bow,1917,nyp.33433074968045,teamred | locdetmyst,genrescorpus
639,"Kerr, Doris Boake,",,Painted clay,1917,uc2.ark+=13960=t3125st2r,teamred | random,genrescorpus
640,"London, Jack,",,"Michael, brother of Jerry",1917,uva.x001705067,teamred | random,genrescorpus
641,"Seaman, Augusta Huiell,",,The girl next door,1917,mdp.39076002607435,teamblack | locdetmyst | juvenile | drop,genrescorpus
642,"Post, Melville Davisson,",,"Uncle Abner, master of my",1918,mdp.39015010776881,det100 | teamblack | stew,genrescorpus
643,"Emerson, Alice B.",,Ruth Fielding in the Red ,1918,nyp.33433082530043,teamblack | locdetmyst | juvenile | drop,genrescorpus
644,"French, Joseph Lewis,",,"Great ghost stories, sele",1918,nyp.33433068179559,teamblack | locghost | stew,genrescorpus
645,"Hewlett, Maurice,",,Gudrid the Fair,1918,uc2.ark+=13960=t2h70dm6b,teamred | random,genrescorpus
646,"Webster, F. A. M.",,The hound of Cullan,1918,uc2.ark+=13960=t7pn9035n,teamred | random,genrescorpus
647,"Butler, Ellis Parker,",,Philo Gubb,1918,nyp.33433074807342,det100 | teamblack,genrescorpus
648,"Hunt, Edward Eyre,",,Tales from a famished lan,1918,nyp.33433082485636,teamred | random,genrescorpus
649,"Ostrander, Isabel,",,The twenty-six clues,1919,nyp.33433076054620,teamred | det100,genrescorpus
650,"James, M. R.",,A thin ghost and others,1919,uc2.ark+=13960=t1pg1k81k,teamred | pbgothic,genrescorpus
651,"Pease, Howard,",,Border ghost stories,1919,uc2.ark+=13960=t7np1xq4d,teamblack | locghost | stew,genrescorpus
652,"Atherton, Gertrude Frankl",,Transplanted;,1919,nyp.33433082251855,teamred | random,genrescorpus
653,"Cabell, James Branch,",,Jurgen,1919,mdp.39015013429249,teamred | pbgothic,genrescorpus
654,"Snell, Roy J.",,Triple spies,1920,mdp.39076002660483,teamblack | locdetmyst | juvenile | drop,genrescorpus
655,"Bailey, Arthur Scott,",,The tale of Grumpy Weasel,1920,nyp.33433082524822,teamblack | random,genrescorpus
656,"Benson, E. F.",,"""Queen Lucia""",1920,nyp.33433074926712,teamred | random,genrescorpus
657,"Lindsay, David,",,Voyage To Arcturus,1920,LindsayVoyageToArcturus1920,teamred | chifantasy | anatscifi | stew,genrescorpus
658,"Raine, William MacLeod,",,Oh: you Tex!,1920,4485,chirandom | teamred,genrescorpus
659,"Martin, Helen Reimensnyder,",,The schoolmaster of Hessville,1920,4463,chirandom | teamred,genrescorpus
660,"French, Joseph Lewis,",,The best psychic stories,1920,nyp.33433082514302,teamred | locghost | stew,genrescorpus
661,"London, Jack,",,Hearts of three,1920,4459,chifantasy | teamblack,genrescorpus
662,"Lindsay, Vachel,",,The golden book of Spring,1920,4458,chiutopia | teamblack,genrescorpus
663,"Stringer, Arthur,",,The prairie omnibus,1920,4497,chirandom | teamred,genrescorpus
664,"Stevenson, Burton Egbert,",,The gloved hand;,1920,mdp.39015063960556,det100 | teamblack,genrescorpus
665,"Shanks, Edward,",,The people of the ruins,1920,nyp.33433075746812,teamblack | anatscifi | stew,genrescorpus
666,"Christie, Agatha,",,The mysterious affair at ,1920,nyp.33433074970710,det100 | teamblack | cozy,genrescorpus
667,"Hewlett, Maurice,",,The light heart,1920,mdp.39015031235545,teamred | random,genrescorpus
668,"James, Henry,",,Master Eustace,1920,4449,chirandom | teamblack,genrescorpus
669,"Rice, Alice Caldwell Hega",,Quin,1921,nyp.33433076047608,teamred | random,genrescorpus
670,"Traprock, Walter E.",,The cruise of the Kawa : ,1921,4625,chirandom | teamred,genrescorpus
671,"Byrne, Donn,",,Messer Marco Polo,1921,4529,chirandom | chifantasy | teamblack,genrescorpus
672,"Seaman, Augusta Huiell,",,The dragon's secret,1921,mdp.39076002194368,teamred | locdetmyst | juvenile | drop,genrescorpus
673,"Burroughs, Edgar Rice,",,The mucker,1921,4528,teamblack | chiscifi,genrescorpus
674,"Nathan, Robert,",,Autumn,1921,4599,chirandom | teamred,genrescorpus
675,AnonymousGhost3,,Humorous ghost stories,1921,nyp.33433075732655,teamred | locghost | stew,genrescorpus
676,"Sackville-West, V.",,The dragon in shallow wat,1921,mdp.39015002753815,teamred | random,genrescorpus
677,"Putnam, Nina Wilcox,",,West Broadway,1921,4605,chirandom | teamred,genrescorpus
678,"Bennett, John,",,Madame Margot,1921,4514,teamred | chifantasy,genrescorpus
679,"Sawyer, Ruth,",,The silver sixpence,1921,4611,chirandom | teamred,genrescorpus
680,"Lewis, Sinclair,",,Babbitt,1922,uc1.32106002123104,teamred | random,genrescorpus
681,"Hamilton, Cicely,",,Theodore savage,1922,dul1.ark+=13960=t16m3xm4f,teamred | femscifi | anatscifi,genrescorpus
682,"Marquand, John P.",,The unspeakable gentleman,1922,4705,chirandom | teamred,genrescorpus
683,"Munford, George Frederick",,Ghosts and legends of Sou,1922,njp.32101067301786,teamblack | locghost | stew,genrescorpus
684,"Masters, Edgar Lee,",,Children of the market pl,1922,4708,chirandom | teamred,genrescorpus
685,"French, Joseph Lewis,",,Masterpieces of mystery,1922,uc2.ark+=13960=t93776z9n,teamblack | locdetmyst | locghost | stew,genrescorpus
686,"Squier, Emma-Lindsay,",,The wild heart,1922,mdp.39015063096088,teamred | random,genrescorpus
687,"Forrest, Michael D",,Father Justin,1922,uc1.31822033251729,teamred | random,genrescorpus
688,"Dougherty, Harry V.",,Well-- who killed him?,1922,nyp.33433074968417,teamred | locdetmyst,genrescorpus
689,"Wells, Carolyn,",,The vanishing of Betty Va,1922,nyp.33433076073893,teamred | det100,genrescorpus
690,"Sampson, Emma Speed,",,The shorn lamb,1922,4730,chirandom | teamblack,genrescorpus
691,"Paine, Ralph Delahaye,",,Blackbeard: buccaneer,1922,4720,chirandom | teamred | juvenile | drop,genrescorpus
692,"Burroughs, Edgar Rice,",,The chessmen of Mars,1922,4655,teamblack | chiscifi | stew,genrescorpus
693,"Marquand, John P.",,The unspeakable gentleman,1922,mdp.39015062473205,teamred | random,genrescorpus
694,"Kyne, Peter B.",,Cappy Ricks retires,1922,4698,chirandom | teamred,genrescorpus
695,"Hough, Emerson,",,The young Alaskans on the,1922,4690,chirandom | teamred,genrescorpus
696,"Jewell, Edward Alden,",,The moth decides,1922,nyp.33433076072051,teamblack | random,genrescorpus
697,"Emerson, Alice B.",,Ruth Fielding on the St. ,1922,mdp.39015085351131,teamred | locdetmyst | juvenile | drop,genrescorpus
698,"Traprock, Walter E.",,My northern exposure,1922,4748,chirandom | teamblack,genrescorpus
699,"French, Joseph Lewis,",,Masterpieces of mystery,1922,uc2.ark+=13960=t9c53g45j,teamblack | locdetmyst | locghost,genrescorpus
700,"French, Joseph Lewis,",,Masterpieces of mystery,1922,uc2.ark+=13960=t70v8bj6k,teamblack | locdetmyst | locghost,genrescorpus
701,"French, Joseph Lewis,",,Masterpieces of mystery,1922,uc2.ark+=13960=t23b5ww6x,teamblack | locdetmyst | locghost,genrescorpus
702,"Oppenheim, E. Phillips,",,Michael's evil deeds,1923,11113,teamred | chimyst,genrescorpus
703,"Phillpotts, Eden,",,The red Redmaynes,1923,11114,det100 | teamblack,genrescorpus
704,"Le Queux, William,",,The voice from the void,1923,11109,teamred | chimyst,genrescorpus
705,"Burroughs, Edgar Rice,",,Pellucidar,1923,10008,teamred | chiscifi | stew,genrescorpus
706,"Wells, H. G.",,Men like gods,1923,11018,teamred | chiscifi | stew,genrescorpus
707,"Bromfield, Louis,",,The green bay tree,1924,10216,chirandom | teamblack,genrescorpus
708,"Freeman, R. Austin,",,The red thumb mark,1924,11123,teamblack | chimyst,genrescorpus
709,"Fletcher, J. S.",,The safety pin,1924,11121,teamblack | chimyst,genrescorpus
710,"Burroughs, Edgar Rice,",,The moon men,1925,10235,teamblack | chiscifi | stew,genrescorpus
711,"Ford, Ford Madox,",,No more parades,1925,11022,chirandom | teamred,genrescorpus
712,"Phillpotts, Eden,",,A voice from the dark,1925,11156,chirandom | det100 | teamblack | stew,genrescorpus
713,"Knox, Ronald Arbuthnott,",,The viaduct murder,1925,11148,teamred | chimyst,genrescorpus
714,"Christie, Agatha,",,Poirot investigates,1925,11141,chirandom | det100 | teamblack,genrescorpus
715,"Fraser, Ronald,",,Flower phantoms,1926,11166,teamred | chifantasy,genrescorpus
716,"Gask, Arthur,",,Cloud: the smiter,1926,11169,chirandom | teamblack | chimyst,genrescorpus
717,"Van Dine, S. S",,The Benson murder case,1926,10265,teamred | det100,genrescorpus
718,"Biggers, Earl Derr,",,Fifty candles,1926,10250,teamred | det100 | chimyst,genrescorpus
719,"Mirrlees, Hope,",,Lud-in-the-Mist,1927,11203,chifantasy | teamblack,genrescorpus
720,"Buchan, John,",,Witch wood,1927,11191,chirandom | chifantasy | teamblack,genrescorpus
721,"Woolf, Virginia,",,To the lighthouse,1927,11030,chirandom | teamblack,genrescorpus
722,"Hill, Grace Livingston,",,Job's niece,1927,10270,chirandom | teamblack,genrescorpus
723,"Keeler, Harry Stephen,",,Find the clock,1927,10272,teamred | chimyst,genrescorpus
724,"Glaspell, Susan,",,A jury of her peers,1927,10269,chirandom | teamred | chimyst,genrescorpus
725,"Lovecraft, H. P.",,The Case of Charles Dexter Ward,1927,LovecraftCharlesDexter1927,teamblack | pbgothic,genrescorpus
726,"Esteven, John,",,The door of death,1928,10286,teamblack | chimyst,genrescorpus
727,"Cox, Erle,",,Out of the silence,1928,11226,teamblack | chiscifi,genrescorpus
728,"Burroughs, Edgar Rice,",,The master mind of Mars,1928,10053,teamblack | chiscifi,genrescorpus
729,"Keeler, Harry Stephen,",,Sing Sing nights,1928,10292,teamred | chimyst,genrescorpus
730,"Knox, Ronald Arbuthnott,",,The footsteps at the lock,1928,11234,chirandom | teamred | det100,genrescorpus
731,"Wright, S. Fowler,",,The island of Captain Spa,1928,11242,teamred | chifantasy | chiscifi,genrescorpus
732,"Wells, Carolyn,",,Deep-Lake mystery,1928,10298,teamblack | chimyst | stew,genrescorpus
733,"Burroughs, Edgar Rice,",,The monster men,1929,10302,teamred | chiscifi | stew,genrescorpus
734,"Lewis, Sinclair,",,Dodsworth,1929,10312,chirandom | teamblack,genrescorpus
